threshold,inverse_metric,bucket,n,inverse_metric_mean,test_support_mean,train_support_mean,hits_r_mean,hits_r_median,alpha_r_mean,alpha_r_median,delta_r_mean,delta_r_median
0,inverse_clarity,zero,97,0.0,66.5360824742268,619.6185567010309,0.6323670958753048,0.5762987009116581,0.24854408377660034,0.21959791332483292,0.14754347842149543,0.12613636363636363
0,inverse_clarity,"(0,0.1]",98,0.021887556944310493,89.35714285714286,1008.4183673469388,0.481608921271327,0.49149659701756065,0.38663709180222616,0.3551299721002579,0.22852091503774197,0.2132034632034632
0,inverse_clarity,"(0.1,0.3]",21,0.22087844343068422,105.71428571428571,1765.3809523809523,0.44062113481804843,0.4285714328289032,0.4295505467388365,0.4314263314008713,0.2510272545563045,0.25093196644920784
0,inverse_clarity,"(0.3,0.5]",14,0.4113568249316429,212.42857142857142,4974.071428571428,0.51025861744978,0.45325958303042824,0.4078518258673804,0.4539719521999359,0.21220689025061193,0.21995454545454546
0,inverse_clarity,"(0.5,1.0]",7,0.6913029598620345,8.714285714285714,925.2857142857143,0.8,1.0,0.0,0.0,0.0,0.0
5,directional_inverse_strength,zero,85,0.0,75.71764705882353,678.964705882353,0.6337441055777193,0.5811688303947449,0.2660712436170262,0.24250325560569763,0.15675294135032447,0.13333333333333333
5,directional_inverse_strength,"(0,0.1]",49,0.021572662976473957,159.0,1565.7142857142858,0.4765230698766236,0.5208212988717216,0.42447485215961933,0.38750000298023224,0.23257634387832338,0.21428571428571427
5,directional_inverse_strength,"(0.1,0.3]",23,0.1865019758168448,138.30434782608697,1639.0434782608695,0.44825728746674814,0.4239631252629416,0.4241004851849183,0.396341472864151,0.25588860897973836,0.2222222222222222
5,directional_inverse_strength,"(0.3,0.5]",28,0.3902735301564456,87.35714285714286,2104.8928571428573,0.46890260545270784,0.4357142874172756,0.44036855176091194,0.4590855985879898,0.2648827672159694,0.2642857142857143
5,directional_inverse_strength,"(0.5,1.0]",16,0.7096676506940696,34.625,2004.125,0.60440367726343,0.5,0.22581771574914455,0.20000000298023224,0.13794475442780274,0.1303030303030303
5,mutual_inverse_strength,zero,85,0.0,75.71764705882353,678.964705882353,0.6337441055777193,0.5811688303947449,0.2660712436170262,0.24250325560569763,0.15675294135032447,0.13333333333333333
5,mutual_inverse_strength,"(0,0.1]",68,0.02201500961555251,116.3529411764706,1131.8970588235295,0.4662806608033281,0.4715578556060791,0.4245588014669278,0.4000000059604645,0.2505789709065545,0.23253968253968255
5,mutual_inverse_strength,"(0.1,0.3]",21,0.19945469667900878,134.8095238095238,1876.0,0.4371865501209181,0.4539170392921993,0.42419643700122833,0.39817073941230774,0.24008960421357348,0.22456279809220986
5,mutual_inverse_strength,"(0.3,0.5]",15,0.3848414684672381,181.33333333333334,2995.9333333333334,0.49599641419592355,0.4428571420056479,0.4371389955282211,0.46022728085517883,0.23233315577079833,0.224
5,mutual_inverse_strength,"(0.5,1.0]",12,0.5884393144193355,42.416666666666664,3676.4166666666665,0.6776109270396686,0.6445597069604057,0.18012456595897675,0.1599930375814438,0.11223138525886223,0.09144324512534818
5,inverse_clarity,zero,85,0.0,75.71764705882353,678.964705882353,0.6337441055777193,0.5811688303947449,0.2660712436170262,0.24250325560569763,0.15675294135032447,0.13333333333333333
