model,dataset,experiment_name,pool_mode,pool_size,num_communities,community_size,sampling_seed,k,total_voting_slots,pool_members,communities,unique_model_count,avg_pairwise_overlap,avg_pairwise_jaccard,baseline,Hits,Epsilon,Alpha,Delta,eligible_support,alpha_reduction,delta_reduction,alpha_recovery_vs_reference,delta_recovery_vs_reference
RotatE,FB15k237,RotatE_FB15k237,first,10,10,2,2,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_0|seed_15;seed_1|seed_14;seed_16|seed_17;seed_10|seed_13;seed_15|seed_17;seed_14|seed_16;seed_12|seed_17;seed_11|seed_12;seed_17|seed_0;seed_13,10,0.28888888888888886,0.0962962962962963,major,0.1219192810356617,0.0009772330522537231,0.24671226739883423,0.12046291425565492,5703,-0.03450648065363823,-0.3192316988213886,-0.04868032949418261,-0.5134777484895563
RotatE,FB15k237,RotatE_FB15k237,first,10,10,2,2,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_0|seed_15;seed_1|seed_14;seed_16|seed_17;seed_10|seed_13;seed_15|seed_17;seed_14|seed_16;seed_12|seed_17;seed_11|seed_12;seed_17|seed_0;seed_13,10,0.28888888888888886,0.0962962962962963,borda,0.5216896176338196,0.0033469796180725098,0.16948066651821136,0.07163923915366531,23395,0.2893387519512692,0.2154535214847247,0.35949036787141087,0.28170737697927606
RotatE,FB15k237,RotatE_FB15k237,first,10,10,2,2,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_0|seed_15;seed_1|seed_14;seed_16|seed_17;seed_10|seed_13;seed_15|seed_17;seed_14|seed_16;seed_12|seed_17;seed_11|seed_12;seed_17|seed_0;seed_13,10,0.28888888888888886,0.0962962962962963,range,0.5246115446090698,0.003518044948577881,0.16706402599811554,0.07063181198910082,23488,0.29947213650408416,0.22648621032476612,0.37322132968640115,0.29370845314339555
RotatE,FB15k237,RotatE_FB15k237,first,10,10,4,2,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_0|seed_15;seed_14;seed_13;seed_1|seed_15;seed_12;seed_0;seed_16|seed_0;seed_14;seed_12;seed_10|seed_13;seed_14;seed_11;seed_15|seed_17;seed_10;seed_12;seed_14|seed_10;seed_11;seed_1;seed_12|seed_0;seed_10;seed_16;seed_11|seed_10;seed_16;seed_12;seed_17|seed_17;seed_14;seed_12;seed_13,10,1.511111111111111,0.253968253968254,without,0.52097869515419,0.0038600564002990723,0.23848305642604828,0.09131293188548864,24312,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,10,10,4,2,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_0|seed_15;seed_14;seed_13;seed_1|seed_15;seed_12;seed_0;seed_16|seed_0;seed_14;seed_12;seed_10|seed_13;seed_14;seed_11;seed_15|seed_17;seed_10;seed_12;seed_14|seed_10;seed_11;seed_1;seed_12|seed_0;seed_10;seed_16;seed_11|seed_10;seed_16;seed_12;seed_17|seed_17;seed_14;seed_12;seed_13,10,1.511111111111111,0.253968253968254,major,0.12977865636348723,0.001172676682472229,0.16920919716358185,0.10257759074171488,5703,0.2904770691076232,-0.1233632369876452,0.4097931509330155,-0.19842727839581178
RotatE,FB15k237,RotatE_FB15k237,first,10,10,4,2,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_0|seed_15;seed_14;seed_13;seed_1|seed_15;seed_12;seed_0;seed_16|seed_0;seed_14;seed_12;seed_10|seed_13;seed_14;seed_11;seed_15|seed_17;seed_10;seed_12;seed_14|seed_10;seed_11;seed_1;seed_12|seed_0;seed_10;seed_16;seed_11|seed_10;seed_16;seed_12;seed_17|seed_17;seed_14;seed_12;seed_13,10,1.511111111111111,0.253968253968254,borda,0.5240276515483856,0.0022720694541931152,0.10812120139598846,0.05328987932705012,22706,0.5466294209059838,0.4164038080183592,0.6791624360221354,0.5444516465206658
RotatE,FB15k237,RotatE_FB15k237,first,10,10,4,2,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_0|seed_15;seed_14;seed_13;seed_1|seed_15;seed_12;seed_0;seed_16|seed_0;seed_14;seed_12;seed_10|seed_13;seed_14;seed_11;seed_15|seed_17;seed_10;seed_12;seed_14|seed_10;seed_11;seed_1;seed_12|seed_0;seed_10;seed_16;seed_11|seed_10;seed_16;seed_12;seed_17|seed_17;seed_14;seed_12;seed_13,10,1.511111111111111,0.253968253968254,range,0.5268640577793121,0.0022965073585510254,0.10664796084165573,0.052227679354499214,22804,0.5528069690153169,0.4280363331231599,0.6889434003586907,0.5550796629538876
RotatE,FB15k237,RotatE_FB15k237,first,10,10,6,2,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_12;seed_13;seed_0|seed_14;seed_16;seed_13;seed_11;seed_0;seed_1|seed_0;seed_13;seed_11;seed_10;seed_14;seed_16|seed_15;seed_11;seed_13;seed_1;seed_14;seed_10|seed_11;seed_0;seed_1;seed_10;seed_14;seed_15|seed_10;seed_13;seed_12;seed_16;seed_15;seed_14|seed_10;seed_16;seed_15;seed_11;seed_13;seed_12|seed_14;seed_17;seed_10;seed_12;seed_1;seed_11|seed_14;seed_15;seed_13;seed_12;seed_1;seed_17|seed_16;seed_12;seed_11;seed_17;seed_14;seed_13,10,3.688888888888889,0.4528042328042327,without,0.52097869515419,0.0038600564002990723,0.23848305642604828,0.09131293188548864,24312,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,10,10,6,2,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_12;seed_13;seed_0|seed_14;seed_16;seed_13;seed_11;seed_0;seed_1|seed_0;seed_13;seed_11;seed_10;seed_14;seed_16|seed_15;seed_11;seed_13;seed_1;seed_14;seed_10|seed_11;seed_0;seed_1;seed_10;seed_14;seed_15|seed_10;seed_13;seed_12;seed_16;seed_15;seed_14|seed_10;seed_16;seed_15;seed_11;seed_13;seed_12|seed_14;seed_17;seed_10;seed_12;seed_1;seed_11|seed_14;seed_15;seed_13;seed_12;seed_1;seed_17|seed_16;seed_12;seed_11;seed_17;seed_14;seed_13,10,3.688888888888889,0.4528042328042327,major,0.13416153490543364,0.0010016560554504395,0.1223917305469513,0.05874101350166579,5703,0.4867906660492503,0.35670652240878437,0.6867443323424403,0.5737552463437576
RotatE,FB15k237,RotatE_FB15k237,first,10,10,6,2,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_12;seed_13;seed_0|seed_14;seed_16;seed_13;seed_11;seed_0;seed_1|seed_0;seed_13;seed_11;seed_10;seed_14;seed_16|seed_15;seed_11;seed_13;seed_1;seed_14;seed_10|seed_11;seed_0;seed_1;seed_10;seed_14;seed_15|seed_10;seed_13;seed_12;seed_16;seed_15;seed_14|seed_10;seed_16;seed_15;seed_11;seed_13;seed_12|seed_14;seed_17;seed_10;seed_12;seed_1;seed_11|seed_14;seed_15;seed_13;seed_12;seed_1;seed_17|seed_16;seed_12;seed_11;seed_17;seed_14;seed_13,10,3.688888888888889,0.4528042328042327,borda,0.5248680710792542,0.0015880465507507324,0.0737653523683548,0.03275970242896836,22314,0.6906893367025055,0.6412369885346492,0.8581503931345597,0.8384230102964146
RotatE,FB15k237,RotatE_FB15k237,first,10,10,6,2,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_12;seed_13;seed_0|seed_14;seed_16;seed_13;seed_11;seed_0;seed_1|seed_0;seed_13;seed_11;seed_10;seed_14;seed_16|seed_15;seed_11;seed_13;seed_1;seed_14;seed_10|seed_11;seed_0;seed_1;seed_10;seed_14;seed_15|seed_10;seed_13;seed_12;seed_16;seed_15;seed_14|seed_10;seed_16;seed_15;seed_11;seed_13;seed_12|seed_14;seed_17;seed_10;seed_12;seed_1;seed_11|seed_14;seed_15;seed_13;seed_12;seed_1;seed_17|seed_16;seed_12;seed_11;seed_17;seed_14;seed_13,10,3.688888888888889,0.4528042328042327,range,0.5278583943843842,0.0014658570289611816,0.07363960891962051,0.03233719892952721,22420,0.6912166003606399,0.6458639728042047,0.8614383351300314,0.8375596382727233
RotatE,FB15k237,RotatE_FB15k237,first,10,10,8,2,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_12;seed_13;seed_17;seed_16;seed_0|seed_16;seed_13;seed_0;seed_15;seed_11;seed_12;seed_10;seed_1|seed_14;seed_17;seed_12;seed_1;seed_15;seed_13;seed_0;seed_16|seed_12;seed_0;seed_1;seed_11;seed_15;seed_13;seed_14;seed_10|seed_17;seed_13;seed_12;seed_16;seed_14;seed_1;seed_11;seed_15|seed_15;seed_13;seed_17;seed_12;seed_10;seed_16;seed_1;seed_14|seed_10;seed_15;seed_14;seed_16;seed_11;seed_1;seed_13;seed_12|seed_13;seed_16;seed_17;seed_15;seed_10;seed_12;seed_1;seed_11|seed_13;seed_15;seed_11;seed_16;seed_1;seed_10;seed_14;seed_17|seed_10;seed_12;seed_15;seed_11;seed_17;seed_16;seed_14;seed_13,10,6.533333333333333,0.6948148148148152,without,0.52097869515419,0.0038600564002990723,0.23848305642604828,0.09131293188548864,24312,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,10,10,8,2,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_12;seed_13;seed_17;seed_16;seed_0|seed_16;seed_13;seed_0;seed_15;seed_11;seed_12;seed_10;seed_1|seed_14;seed_17;seed_12;seed_1;seed_15;seed_13;seed_0;seed_16|seed_12;seed_0;seed_1;seed_11;seed_15;seed_13;seed_14;seed_10|seed_17;seed_13;seed_12;seed_16;seed_14;seed_1;seed_11;seed_15|seed_15;seed_13;seed_17;seed_12;seed_10;seed_16;seed_1;seed_14|seed_10;seed_15;seed_14;seed_16;seed_11;seed_1;seed_13;seed_12|seed_13;seed_16;seed_17;seed_15;seed_10;seed_12;seed_1;seed_11|seed_13;seed_15;seed_11;seed_16;seed_1;seed_10;seed_14;seed_17|seed_10;seed_12;seed_15;seed_11;seed_17;seed_16;seed_14;seed_13,10,6.533333333333333,0.6948148148148152,major,0.1370419219136238,0.0005863308906555176,0.06943713873624802,0.034543222865158686,5703,0.708838272299735,0.6217050295956135,1.0,1.0
RotatE,FB15k237,RotatE_FB15k237,first,10,10,8,2,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_12;seed_13;seed_17;seed_16;seed_0|seed_16;seed_13;seed_0;seed_15;seed_11;seed_12;seed_10;seed_1|seed_14;seed_17;seed_12;seed_1;seed_15;seed_13;seed_0;seed_16|seed_12;seed_0;seed_1;seed_11;seed_15;seed_13;seed_14;seed_10|seed_17;seed_13;seed_12;seed_16;seed_14;seed_1;seed_11;seed_15|seed_15;seed_13;seed_17;seed_12;seed_10;seed_16;seed_1;seed_14|seed_10;seed_15;seed_14;seed_16;seed_11;seed_1;seed_13;seed_12|seed_13;seed_16;seed_17;seed_15;seed_10;seed_12;seed_1;seed_11|seed_13;seed_15;seed_11;seed_16;seed_1;seed_10;seed_14;seed_17|seed_10;seed_12;seed_15;seed_11;seed_17;seed_16;seed_14;seed_13,10,6.533333333333333,0.6948148148148152,borda,0.525320041179657,0.0013437271118164062,0.04653802514076233,0.021475595913734394,22025,0.8048581486744179,0.7648132036690493,1.0,1.0
RotatE,FB15k237,RotatE_FB15k237,first,10,10,8,2,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17,seed_11;seed_15;seed_14;seed_12;seed_13;seed_17;seed_16;seed_0|seed_16;seed_13;seed_0;seed_15;seed_11;seed_12;seed_10;seed_1|seed_14;seed_17;seed_12;seed_1;seed_15;seed_13;seed_0;seed_16|seed_12;seed_0;seed_1;seed_11;seed_15;seed_13;seed_14;seed_10|seed_17;seed_13;seed_12;seed_16;seed_14;seed_1;seed_11;seed_15|seed_15;seed_13;seed_17;seed_12;seed_10;seed_16;seed_1;seed_14|seed_10;seed_15;seed_14;seed_16;seed_11;seed_1;seed_13;seed_12|seed_13;seed_16;seed_17;seed_15;seed_10;seed_12;seed_1;seed_11|seed_13;seed_15;seed_11;seed_16;seed_1;seed_10;seed_14;seed_17|seed_10;seed_12;seed_15;seed_11;seed_17;seed_16;seed_14;seed_13,10,6.533333333333333,0.6948148148148152,range,0.5284056484699249,0.0015636086463928223,0.047124672681093216,0.020899160422497065,22154,0.8023982358021052,0.7711259512649781,1.0,1.0
