model,dataset,experiment_name,pool_mode,pool_size,num_communities,community_size,sampling_seed,k,total_voting_slots,pool_members,communities,unique_model_count,avg_pairwise_overlap,avg_pairwise_jaccard,baseline,Hits,Epsilon,Alpha,Delta,eligible_support,alpha_reduction,delta_reduction,alpha_recovery_vs_reference,delta_recovery_vs_reference
RotatE,FB15k237,RotatE_FB15k237,first,20,10,6,0,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_26;seed_14;seed_24;seed_12;seed_23;seed_2|seed_12;seed_11;seed_16;seed_26;seed_23;seed_20|seed_12;seed_11;seed_19;seed_23;seed_17;seed_1|seed_11;seed_2;seed_21;seed_19;seed_18;seed_16|seed_14;seed_25;seed_23;seed_21;seed_20;seed_22|seed_24;seed_17;seed_1;seed_0;seed_26;seed_14|seed_2;seed_0;seed_22;seed_18;seed_11;seed_26|seed_19;seed_10;seed_15;seed_16;seed_11;seed_12|seed_12;seed_25;seed_22;seed_10;seed_1;seed_15|seed_19;seed_24;seed_23;seed_11;seed_12;seed_13,20,1.7333333333333334,0.18026936026936025,borda,0.5245040535926819,0.001954495906829834,0.09983647614717484,0.041233924073010124,22627,0.5848922279410088,0.5485394946774833,0.8853949227113543,0.9168506792785698
RotatE,FB15k237,RotatE_FB15k237,first,20,10,6,0,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_26;seed_14;seed_24;seed_12;seed_23;seed_2|seed_12;seed_11;seed_16;seed_26;seed_23;seed_20|seed_12;seed_11;seed_19;seed_23;seed_17;seed_1|seed_11;seed_2;seed_21;seed_19;seed_18;seed_16|seed_14;seed_25;seed_23;seed_21;seed_20;seed_22|seed_24;seed_17;seed_1;seed_0;seed_26;seed_14|seed_2;seed_0;seed_22;seed_18;seed_11;seed_26|seed_19;seed_10;seed_15;seed_16;seed_11;seed_12|seed_12;seed_25;seed_22;seed_10;seed_1;seed_15|seed_19;seed_24;seed_23;seed_11;seed_12;seed_13,20,1.7333333333333334,0.18026936026936025,range,0.5276751577854156,0.0015391707420349121,0.09780886769294739,0.039510735656458996,22728,0.5933227741754489,0.567406278055282,0.8871615452229091,0.9315043263134977
RotatE,FB15k237,RotatE_FB15k237,first,20,10,8,0,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_26;seed_14;seed_24;seed_12;seed_23;seed_10;seed_20;seed_2|seed_11;seed_16;seed_12;seed_17;seed_1;seed_19;seed_22;seed_20|seed_19;seed_23;seed_12;seed_2;seed_15;seed_14;seed_18;seed_1|seed_14;seed_25;seed_23;seed_22;seed_21;seed_17;seed_12;seed_16|seed_1;seed_25;seed_0;seed_10;seed_19;seed_20;seed_14;seed_22|seed_0;seed_23;seed_19;seed_16;seed_2;seed_13;seed_22;seed_14|seed_10;seed_14;seed_15;seed_23;seed_2;seed_25;seed_21;seed_26|seed_25;seed_22;seed_10;seed_24;seed_14;seed_17;seed_16;seed_12|seed_11;seed_18;seed_25;seed_26;seed_17;seed_13;seed_22;seed_15|seed_15;seed_25;seed_18;seed_22;seed_1;seed_24;seed_20;seed_13,20,3.111111111111111,0.2499130499130498,without,0.5212767422199249,0.0033714771270751953,0.2405073642730713,0.09133451007758302,24361,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,20,10,8,0,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_26;seed_14;seed_24;seed_12;seed_23;seed_10;seed_20;seed_2|seed_11;seed_16;seed_12;seed_17;seed_1;seed_19;seed_22;seed_20|seed_19;seed_23;seed_12;seed_2;seed_15;seed_14;seed_18;seed_1|seed_14;seed_25;seed_23;seed_22;seed_21;seed_17;seed_12;seed_16|seed_1;seed_25;seed_0;seed_10;seed_19;seed_20;seed_14;seed_22|seed_0;seed_23;seed_19;seed_16;seed_2;seed_13;seed_22;seed_14|seed_10;seed_14;seed_15;seed_23;seed_2;seed_25;seed_21;seed_26|seed_25;seed_22;seed_10;seed_24;seed_14;seed_17;seed_16;seed_12|seed_11;seed_18;seed_25;seed_26;seed_17;seed_13;seed_22;seed_15|seed_15;seed_25;seed_18;seed_22;seed_1;seed_24;seed_20;seed_13,20,3.111111111111111,0.2499130499130498,major,0.13698329031467438,0.001074954867362976,0.15823735296726227,0.08646302787514605,5991,0.3420685747169052,0.05333670918362559,1.0,1.0
RotatE,FB15k237,RotatE_FB15k237,first,20,10,8,0,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_26;seed_14;seed_24;seed_12;seed_23;seed_10;seed_20;seed_2|seed_11;seed_16;seed_12;seed_17;seed_1;seed_19;seed_22;seed_20|seed_19;seed_23;seed_12;seed_2;seed_15;seed_14;seed_18;seed_1|seed_14;seed_25;seed_23;seed_22;seed_21;seed_17;seed_12;seed_16|seed_1;seed_25;seed_0;seed_10;seed_19;seed_20;seed_14;seed_22|seed_0;seed_23;seed_19;seed_16;seed_2;seed_13;seed_22;seed_14|seed_10;seed_14;seed_15;seed_23;seed_2;seed_25;seed_21;seed_26|seed_25;seed_22;seed_10;seed_24;seed_14;seed_17;seed_16;seed_12|seed_11;seed_18;seed_25;seed_26;seed_17;seed_13;seed_22;seed_15|seed_15;seed_25;seed_18;seed_22;seed_1;seed_24;seed_20;seed_13,20,3.111111111111111,0.2499130499130498,borda,0.5249902248382569,0.0014414191246032715,0.08162810653448105,0.03669029468146761,22431,0.6606003862659242,0.598286620793154,1.0,1.0
RotatE,FB15k237,RotatE_FB15k237,first,20,10,8,0,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_26;seed_14;seed_24;seed_12;seed_23;seed_10;seed_20;seed_2|seed_11;seed_16;seed_12;seed_17;seed_1;seed_19;seed_22;seed_20|seed_19;seed_23;seed_12;seed_2;seed_15;seed_14;seed_18;seed_1|seed_14;seed_25;seed_23;seed_22;seed_21;seed_17;seed_12;seed_16|seed_1;seed_25;seed_0;seed_10;seed_19;seed_20;seed_14;seed_22|seed_0;seed_23;seed_19;seed_16;seed_2;seed_13;seed_22;seed_14|seed_10;seed_14;seed_15;seed_23;seed_2;seed_25;seed_21;seed_26|seed_25;seed_22;seed_10;seed_24;seed_14;seed_17;seed_16;seed_12|seed_11;seed_18;seed_25;seed_26;seed_17;seed_13;seed_22;seed_15|seed_15;seed_25;seed_18;seed_22;seed_1;seed_24;seed_20;seed_13,20,3.111111111111111,0.2499130499130498,range,0.5279536843299866,0.0013192296028137207,0.07965898513793945,0.035700013320900496,22521,0.6687877505177143,0.6091289777481091,1.0,1.0
RotatE,FB15k237,RotatE_FB15k237,first,20,10,2,1,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_12|seed_14;seed_25|seed_12;seed_10|seed_23;seed_16|seed_0;seed_11|seed_20;seed_15|seed_21;seed_2|seed_0;seed_21|seed_22;seed_20|seed_16;seed_18,14,0.15555555555555556,0.05185185185185184,without,0.5212645292282104,0.0028339624404907227,0.23823226988315582,0.0899486125385406,24325,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,20,10,2,1,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_12|seed_14;seed_25|seed_12;seed_10|seed_23;seed_16|seed_0;seed_11|seed_20;seed_15|seed_21;seed_2|seed_0;seed_21|seed_22;seed_20|seed_16;seed_18,14,0.15555555555555556,0.05185185185185184,major,0.12203410491347313,0.0012215375900268555,0.2637174129486084,0.11334019204389575,5832,-0.10697603258346194,-0.26005492297429805,-0.3133537841190726,-2.159900363098665
RotatE,FB15k237,RotatE_FB15k237,first,20,10,2,1,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_12|seed_14;seed_25|seed_12;seed_10|seed_23;seed_16|seed_0;seed_11|seed_20;seed_15|seed_21;seed_2|seed_0;seed_21|seed_22;seed_20|seed_16;seed_18,14,0.15555555555555556,0.05185185185185184,borda,0.5217922389507293,0.002027750015258789,0.17701677978038788,0.06981003492631399,23478,0.25695717096928933,0.2238898082346491,0.39069787435865866,0.35893173110607596
RotatE,FB15k237,RotatE_FB15k237,first,20,10,2,1,10,20,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_12|seed_14;seed_25|seed_12;seed_10|seed_23;seed_16|seed_0;seed_11|seed_20;seed_15|seed_21;seed_2|seed_0;seed_21|seed_22;seed_20|seed_16;seed_18,14,0.15555555555555556,0.05185185185185184,range,0.5247923314571381,0.0022965073585510254,0.17154259979724884,0.06840473865228652,23551,0.27993550209892143,0.2395131317564581,0.4232058809915372,0.3910948110528855
RotatE,FB15k237,RotatE_FB15k237,first,20,10,4,1,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_15;seed_11;seed_12|seed_22;seed_0;seed_2;seed_25|seed_21;seed_0;seed_22;seed_10|seed_17;seed_15;seed_11;seed_16|seed_19;seed_0;seed_25;seed_11|seed_0;seed_25;seed_26;seed_15|seed_20;seed_14;seed_21;seed_2|seed_0;seed_24;seed_15;seed_21|seed_22;seed_23;seed_15;seed_20|seed_2;seed_15;seed_25;seed_18,18,1.0222222222222221,0.1566137566137567,without,0.5212645292282104,0.0028339624404907227,0.23823226988315582,0.0899486125385406,24325,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,20,10,4,1,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_15;seed_11;seed_12|seed_22;seed_0;seed_2;seed_25|seed_21;seed_0;seed_22;seed_10|seed_17;seed_15;seed_11;seed_16|seed_19;seed_0;seed_25;seed_11|seed_0;seed_25;seed_26;seed_15|seed_20;seed_14;seed_21;seed_2|seed_0;seed_24;seed_15;seed_21|seed_22;seed_23;seed_15;seed_20|seed_2;seed_15;seed_25;seed_18,18,1.0222222222222221,0.1566137566137567,major,0.12987882196903228,0.0012459754943847656,0.2122689038515091,0.10184873949579831,5950,0.10898341372636379,-0.13229917195397345,0.31923379725946277,-1.098817996878612
RotatE,FB15k237,RotatE_FB15k237,first,20,10,4,1,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_15;seed_11;seed_12|seed_22;seed_0;seed_2;seed_25|seed_21;seed_0;seed_22;seed_10|seed_17;seed_15;seed_11;seed_16|seed_19;seed_0;seed_25;seed_11|seed_0;seed_25;seed_26;seed_15|seed_20;seed_14;seed_21;seed_2|seed_0;seed_24;seed_15;seed_21|seed_22;seed_23;seed_15;seed_20|seed_2;seed_15;seed_25;seed_18,18,1.0222222222222221,0.1566137566137567,borda,0.5240178823471069,0.0009527802467346191,0.12142294645309448,0.05250721974271463,22854,0.49031696456299567,0.41625314431374166,0.745516441880688,0.6673214062084156
RotatE,FB15k237,RotatE_FB15k237,first,20,10,4,1,10,40,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_15;seed_11;seed_12|seed_22;seed_0;seed_2;seed_25|seed_21;seed_0;seed_22;seed_10|seed_17;seed_15;seed_11;seed_16|seed_19;seed_0;seed_25;seed_11|seed_0;seed_25;seed_26;seed_15|seed_20;seed_14;seed_21;seed_2|seed_0;seed_24;seed_15;seed_21|seed_22;seed_23;seed_15;seed_20|seed_2;seed_15;seed_25;seed_18,18,1.0222222222222221,0.1566137566137567,range,0.5268078863620758,0.0009039640426635742,0.12044098228216171,0.051069763388382934,22949,0.494438841802441,0.4322340062054777,0.7474915617080051,0.7057837528484698
RotatE,FB15k237,RotatE_FB15k237,first,20,10,6,1,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_15;seed_11;seed_23;seed_0;seed_12|seed_2;seed_20;seed_0;seed_21;seed_12;seed_25|seed_16;seed_12;seed_19;seed_0;seed_23;seed_10|seed_0;seed_25;seed_26;seed_20;seed_19;seed_16|seed_15;seed_21;seed_0;seed_16;seed_20;seed_11|seed_22;seed_23;seed_16;seed_2;seed_11;seed_15|seed_15;seed_22;seed_17;seed_0;seed_14;seed_2|seed_25;seed_11;seed_13;seed_17;seed_1;seed_21|seed_18;seed_24;seed_21;seed_14;seed_12;seed_20|seed_17;seed_23;seed_24;seed_20;seed_26;seed_18,20,1.8,0.18673400673400675,without,0.5212645292282104,0.0028339624404907227,0.23823226988315582,0.0899486125385406,24325,0.0,0.0,,
RotatE,FB15k237,RotatE_FB15k237,first,20,10,6,1,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_15;seed_11;seed_23;seed_0;seed_12|seed_2;seed_20;seed_0;seed_21;seed_12;seed_25|seed_16;seed_12;seed_19;seed_0;seed_23;seed_10|seed_0;seed_25;seed_26;seed_20;seed_19;seed_16|seed_15;seed_21;seed_0;seed_16;seed_20;seed_11|seed_22;seed_23;seed_16;seed_2;seed_11;seed_15|seed_15;seed_22;seed_17;seed_0;seed_14;seed_2|seed_25;seed_11;seed_13;seed_17;seed_1;seed_21|seed_18;seed_24;seed_21;seed_14;seed_12;seed_20|seed_17;seed_23;seed_24;seed_20;seed_26;seed_18,20,1.8,0.18673400673400675,major,0.13416642248630523,0.0015880018472671509,0.18527792394161224,0.08512769153730596,5991,0.222280323180045,0.05359639093008807,0.6511026696501875,0.4451477515083087
RotatE,FB15k237,RotatE_FB15k237,first,20,10,6,1,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_15;seed_11;seed_23;seed_0;seed_12|seed_2;seed_20;seed_0;seed_21;seed_12;seed_25|seed_16;seed_12;seed_19;seed_0;seed_23;seed_10|seed_0;seed_25;seed_26;seed_20;seed_19;seed_16|seed_15;seed_21;seed_0;seed_16;seed_20;seed_11|seed_22;seed_23;seed_16;seed_2;seed_11;seed_15|seed_15;seed_22;seed_17;seed_0;seed_14;seed_2|seed_25;seed_11;seed_13;seed_17;seed_1;seed_21|seed_18;seed_24;seed_21;seed_14;seed_12;seed_20|seed_17;seed_23;seed_24;seed_20;seed_26;seed_18,20,1.8,0.18673400673400675,borda,0.5248509645462036,0.0019788742065429688,0.09877579659223557,0.039510319529765324,22627,0.5853802818540013,0.5607456478237928,0.8900581795367178,0.8989663605975771
RotatE,FB15k237,RotatE_FB15k237,first,20,10,6,1,10,60,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_15;seed_11;seed_23;seed_0;seed_12|seed_2;seed_20;seed_0;seed_21;seed_12;seed_25|seed_16;seed_12;seed_19;seed_0;seed_23;seed_10|seed_0;seed_25;seed_26;seed_20;seed_19;seed_16|seed_15;seed_21;seed_0;seed_16;seed_20;seed_11|seed_22;seed_23;seed_16;seed_2;seed_11;seed_15|seed_15;seed_22;seed_17;seed_0;seed_14;seed_2|seed_25;seed_11;seed_13;seed_17;seed_1;seed_21|seed_18;seed_24;seed_21;seed_14;seed_12;seed_20|seed_17;seed_23;seed_24;seed_20;seed_26;seed_18,20,1.8,0.18673400673400675,range,0.5276947021484375,0.0015391707420349121,0.09775097668170929,0.03934685973328639,22721,0.5896820496666864,0.5625629053874811,0.8914800354472329,0.9185944485565637
RotatE,FB15k237,RotatE_FB15k237,first,20,10,8,1,10,80,seed_0;seed_1;seed_10;seed_11;seed_12;seed_13;seed_14;seed_15;seed_16;seed_17;seed_18;seed_19;seed_2;seed_20;seed_21;seed_22;seed_23;seed_24;seed_25;seed_26,seed_20;seed_15;seed_11;seed_23;seed_0;seed_21;seed_25;seed_12|seed_20;seed_0;seed_21;seed_16;seed_19;seed_2;seed_11;seed_25|seed_26;seed_12;seed_19;seed_0;seed_23;seed_22;seed_24;seed_10|seed_25;seed_0;seed_20;seed_14;seed_23;seed_2;seed_26;seed_16|seed_24;seed_16;seed_22;seed_23;seed_17;seed_12;seed_14;seed_11|seed_16;seed_26;seed_22;seed_18;seed_24;seed_0;seed_14;seed_15|seed_25;seed_11;seed_13;seed_17;seed_1;seed_19;seed_24;seed_2|seed_24;seed_20;seed_26;seed_14;seed_12;seed_22;seed_17;seed_21|seed_23;seed_24;seed_2;seed_1;seed_15;seed_11;seed_19;seed_20|seed_20;seed_21;seed_13;seed_2;seed_16;seed_23;seed_26;seed_18,20,3.111111111111111,0.24970732970732956,without,0.5212645292282104,0.0028339624404907227,0.23823226988315582,0.0899486125385406,24325,0.0,0.0,,
