model,dataset,baseline,relation_id,relation_name,mapping_type,side,test_support,side_support,eligible_support,hits_r,alpha_r,delta_r
RotatE,FB15k237,without,188,/education/field_of_study/students_majoring./education/education/major_field_of_study,M-N,tail,11,11,9,0.701298713684082,0.3333333432674408,0.2222222222222222
RotatE,FB15k237,without,189,/education/educational_degree/people_with_this_degree./education/education/student,1-N,tail,27,27,3,0.06349206396511622,1.0,0.3333333333333333
RotatE,FB15k237,without,190,/location/us_county/county_seat,1-1,tail,2,2,2,1.0,0.0,0.0
RotatE,FB15k237,without,191,/film/film/film_festivals,M-1,tail,18,18,16,0.8809523837906974,0.0625,0.0625
RotatE,FB15k237,without,192,/people/person/spouse_s./people/marriage/spouse,1-1,tail,4,4,1,0.03571428571428571,1.0,1.0
RotatE,FB15k237,without,193,/film/film/runtime./film/film_cut/film_release_region,M-1,tail,9,9,8,0.6984127163887024,0.5,0.375
RotatE,FB15k237,without,194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,1-1,tail,0,0,0,,,
RotatE,FB15k237,without,195,/base/aareas/schema/administrative_area/administrative_area_type,M-1,tail,20,20,20,1.0,0.0,0.0
RotatE,FB15k237,without,196,/influence/influence_node/peers./influence/peer_relationship/peers,1-1,tail,2,2,0,0.0,,
RotatE,FB15k237,without,197,/government/governmental_body/members./government/government_position_held/legislative_sessions,M-N,tail,12,12,12,1.0,0.0,0.0
RotatE,FB15k237,without,198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,M-N,tail,21,21,19,0.8231292622429984,0.10526315867900848,0.10526315789473684
RotatE,FB15k237,without,199,/organization/organization/place_founded,M-1,tail,16,16,10,0.41964285714285715,0.5,0.3
RotatE,FB15k237,without,200,/base/eating/practicer_of_diet/diet,M-1,tail,11,11,11,1.0,0.0,0.0
RotatE,FB15k237,without,201,/tv/tv_program/program_creator,1-1,tail,2,2,0,0.0,,
RotatE,FB15k237,without,202,/people/deceased_person/place_of_burial,M-1,tail,9,9,9,1.0,0.0,0.0
RotatE,FB15k237,without,203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,M-1,tail,20,20,17,0.742857141154153,0.1764705926179886,0.11764705882352941
RotatE,FB15k237,without,204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,M-N,tail,4,4,4,1.0,0.0,0.0
RotatE,FB15k237,without,205,/location/administrative_division/first_level_division_of,M-1,tail,0,0,0,,,
RotatE,FB15k237,without,206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,M-1,tail,0,0,0,,,
RotatE,FB15k237,without,207,/organization/organization/child./organization/organization_relationship/child,1-N,tail,20,20,6,0.17142857504742487,0.6666666865348816,0.5
RotatE,FB15k237,without,208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,M-1,tail,0,0,0,,,
RotatE,FB15k237,without,209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,M-1,tail,3,3,3,1.0,0.0,0.0
RotatE,FB15k237,without,210,/time/event/instance_of_recurring_event,M-1,tail,11,11,9,0.8181818127632141,0.0,0.0
RotatE,FB15k237,without,211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,1-N,tail,7,7,3,0.3061224584068571,1.0,0.6666666666666666
RotatE,FB15k237,without,212,/film/actor/film./film/performance/special_performance_type,M-1,tail,16,16,16,1.0,0.0,0.0
RotatE,FB15k237,without,213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,M-1,tail,0,0,0,,,
RotatE,FB15k237,without,214,/people/ethnicity/languages_spoken,M-N,tail,29,29,24,0.7044334922518048,0.2916666567325592,0.125
RotatE,FB15k237,without,215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,1-N,tail,8,8,0,0.0,,
RotatE,FB15k237,without,216,/medicine/symptom/symptom_of,M-N,tail,31,31,22,0.5391704993588584,0.40909090638160706,0.22727272727272727
RotatE,FB15k237,without,217,/education/university/fraternities_and_sororities,M-1,tail,21,21,21,1.0,0.0,0.0
RotatE,FB15k237,without,218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,M-N,tail,13,13,7,0.36263737082481384,0.5714285969734192,0.42857142857142855
RotatE,FB15k237,without,219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,M-1,tail,4,4,4,1.0,0.0,0.0
RotatE,FB15k237,without,220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,M-N,tail,20,20,20,1.0,0.0,0.0
RotatE,FB15k237,without,221,/location/country/official_language,M-1,tail,16,16,15,0.875,0.13333334028720856,0.13333333333333333
RotatE,FB15k237,without,222,/location/location/partially_contains,M-1,tail,13,13,11,0.7802197933197021,0.09090909361839294,0.09090909090909091
RotatE,FB15k237,without,223,/film/film/film_art_direction_by,M-1,tail,3,3,3,1.0,0.0,0.0
RotatE,FB15k237,without,224,/people/person/spouse_s./people/marriage/location_of_ceremony,M-1,tail,35,35,11,0.22040816715785436,0.5454545617103577,0.36363636363636365
RotatE,FB15k237,without,225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,M-1,tail,0,0,0,,,
RotatE,FB15k237,without,226,/organization/organization_founder/organizations_founded,1-1,tail,9,9,5,0.3333333432674408,0.6000000238418579,0.4
RotatE,FB15k237,without,227,/film/film/dubbing_performances./film/dubbing_performance/actor,M-N,tail,8,8,3,0.375,0.0,0.0
RotatE,FB15k237,without,228,/dataworld/gardening_hint/split_to,1-1,tail,10,10,7,0.699999988079071,0.0,0.0
RotatE,FB15k237,without,229,/medicine/disease/risk_factors,M-N,tail,13,13,11,0.7142857313156128,0.27272728085517883,0.18181818181818182
RotatE,FB15k237,without,230,/film/film/prequel,1-1,tail,18,18,16,0.8095237953322274,0.25,0.125
RotatE,FB15k237,without,231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,M-N,tail,3,3,3,1.0,0.0,0.0
RotatE,FB15k237,without,232,/film/actor/dubbing_performances./film/dubbing_performance/language,M-1,tail,12,12,12,1.0,0.0,0.0
RotatE,FB15k237,without,233,/broadcast/content/artist,1-N,tail,14,14,5,0.295918379511152,0.20000000298023224,0.2
RotatE,FB15k237,without,234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,M-1,tail,0,0,0,,,
RotatE,FB15k237,without,235,/music/instrument/family,M-1,tail,6,6,4,0.4285714349576405,0.75,0.75
RotatE,FB15k237,without,236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,M-1,tail,9,9,4,0.3492063581943512,0.25,0.25
