model,dataset,baseline,relation_id,relation_name,mapping_type,side,test_support,side_support,eligible_support,hits_r,alpha_r,delta_r
RotatE,FB15k237,without,231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,M-N,head,3,3,3,1.0,0.0,0.0
RotatE,FB15k237,without,232,/film/actor/dubbing_performances./film/dubbing_performance/language,M-1,head,12,12,3,0.16666667056935175,0.6666666865348816,0.3333333333333333
RotatE,FB15k237,without,233,/broadcast/content/artist,1-N,head,14,14,14,1.0,0.0,0.0
RotatE,FB15k237,without,234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,M-1,head,0,0,0,,,
RotatE,FB15k237,without,235,/music/instrument/family,M-1,head,6,6,2,0.1666666716337204,1.0,1.0
RotatE,FB15k237,without,236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,M-1,head,9,9,6,0.46031747119767324,0.6666666865348816,0.3333333333333333
RotatE,FB15k237,without,0,/location/country/form_of_government,M-N,tail,43,43,43,0.9800664356776646,0.023255813866853714,0.023255813953488372
RotatE,FB15k237,without,1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,1-N,tail,91,91,22,0.17896389748368943,0.4545454680919647,0.22727272727272727
RotatE,FB15k237,without,2,/media_common/netflix_genre/titles,M-N,tail,124,124,35,0.21198156688894546,0.48571428656578064,0.2857142857142857
RotatE,FB15k237,without,3,/award/award_winner/awards_won./award/award_honor/award_winner,M-N,tail,41,41,31,0.6724738648959568,0.22580644488334656,0.12903225806451613
RotatE,FB15k237,without,4,/soccer/football_team/current_roster./sports/sports_team_roster/position,M-N,tail,12,12,12,1.0,0.0,0.0
RotatE,FB15k237,without,5,/soccer/football_team/current_roster./soccer/football_roster_position/position,M-N,tail,10,10,10,1.0,0.0,0.0
RotatE,FB15k237,without,6,/film/actor/film./film/performance/film,M-N,tail,836,836,147,0.12781954876014165,0.4761904776096344,0.25170068027210885
RotatE,FB15k237,without,7,/award/award_category/nominees./award/award_nomination/nominated_for,M-N,tail,858,858,294,0.2740592786243984,0.3979591727256775,0.19387755102040816
RotatE,FB15k237,without,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,M-N,tail,214,214,174,0.7763684902872358,0.1034482792019844,0.06321839080459771
RotatE,FB15k237,without,9,/music/performance_role/regular_performances./music/group_membership/role,M-N,tail,40,40,20,0.40357143538338797,0.4000000059604645,0.2
RotatE,FB15k237,without,10,/award/award_category/winners./award/award_honor/ceremony,M-N,tail,323,323,315,0.9540026443345206,0.04444444552063942,0.025396825396825397
RotatE,FB15k237,without,11,/film/film/release_date_s./film/film_regional_release_date/film_release_distribution_medium,M-1,tail,158,158,158,1.0,0.0,0.0
RotatE,FB15k237,without,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,M-N,tail,24,24,9,0.3154761918953487,0.2222222238779068,0.2222222222222222
RotatE,FB15k237,without,13,/film/film/release_date_s./film/film_regional_release_date/film_release_region,M-N,tail,1447,1447,1301,0.8512192709105355,0.12298232316970825,0.05226748654880861
RotatE,FB15k237,without,14,/film/film/language,M-N,tail,314,314,295,0.9126478689057487,0.047457627952098846,0.03389830508474576
RotatE,FB15k237,without,15,/location/location/contains,M-N,tail,330,330,97,0.22380952324186051,0.4329896867275238,0.21649484536082475
RotatE,FB15k237,without,16,/organization/organization/headquarters./location/mailing_address/country,M-1,tail,7,7,6,0.8571428656578064,0.0,0.0
RotatE,FB15k237,without,17,/people/person/profession,M-N,tail,1311,1311,1234,0.9194726007325309,0.04538087546825409,0.022690437601296597
RotatE,FB15k237,without,18,/location/statistical_region/religions./location/religion_percentage/religion,M-N,tail,60,60,56,0.9261904869760785,0.01785714365541935,0.017857142857142856
RotatE,FB15k237,without,19,/award/award_nominee/award_nominations./award/award_nomination/award,M-N,tail,1067,1067,859,0.7418663927486965,0.16996507346630096,0.07566938300349244
RotatE,FB15k237,without,20,/music/genre/artists,M-N,tail,664,664,269,0.3259466418198177,0.3828996419906616,0.17843866171003717
RotatE,FB15k237,without,21,/influence/influence_node/influenced_by,M-N,tail,235,235,122,0.40607902833393644,0.4262295067310333,0.21311475409836064
RotatE,FB15k237,without,22,/education/educational_institution/students_graduates./education/education/student,1-N,tail,311,311,22,0.035829123109579086,0.7727272510528564,0.5
RotatE,FB15k237,without,23,/organization/organization_member/member_of./organization/organization_membership/organization,M-N,tail,96,96,96,1.0,0.0,0.0
RotatE,FB15k237,without,24,/people/person/place_of_birth,M-1,tail,170,170,72,0.35630252957344055,0.3333333432674408,0.20833333333333334
RotatE,FB15k237,without,25,/common/topic/webpage./common/webpage/category,M-1,tail,402,402,400,0.9950248599052429,0.0,0.0
RotatE,FB15k237,without,26,/film/film/other_crew./film/film_crew_gig/film_crew_role,M-N,tail,606,606,591,0.9686468754495893,0.01692047342658043,0.008460236886632826
RotatE,FB15k237,without,27,/award/award_ceremony/awards_presented./award/award_honor/award_winner,M-N,tail,317,317,110,0.2807570993900299,0.3545454442501068,0.19090909090909092
RotatE,FB15k237,without,28,/film/film/country,M-1,tail,131,131,123,0.9236641015325274,0.04878048598766327,0.024390243902439025
RotatE,FB15k237,without,29,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,M-N,tail,258,258,176,0.6029900227274213,0.25,0.125
RotatE,FB15k237,without,30,/award/award_winning_work/awards_won./award/award_honor/award,M-N,tail,118,118,75,0.5399515799113682,0.2666666805744171,0.16
RotatE,FB15k237,without,31,/film/film/genre,M-N,tail,722,722,630,0.8229125482695443,0.1111111119389534,0.05238095238095238
RotatE,FB15k237,without,32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,M-N,tail,160,160,24,0.1053571445601327,0.4583333432674408,0.25
RotatE,FB15k237,without,33,/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,M-1,tail,46,46,46,1.0,0.0,0.0
RotatE,FB15k237,without,34,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,M-1,tail,151,151,151,0.9990539295332772,0.0066225165501236916,0.006622516556291391
RotatE,FB15k237,without,35,/government/legislative_session/members./government/government_position_held/district_represented,M-N,tail,117,117,117,0.9975579977035522,0.017094017937779427,0.008547008547008548
RotatE,FB15k237,without,36,/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,M-N,tail,1,1,1,1.0,0.0,0.0
RotatE,FB15k237,without,37,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,M-N,tail,91,91,47,0.3767660983971187,0.42553192377090454,0.2127659574468085
RotatE,FB15k237,without,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,M-N,tail,132,132,63,0.3874458840915135,0.3650793731212616,0.23809523809523808
RotatE,FB15k237,without,39,/people/deceased_person/place_of_death,M-1,tail,78,78,47,0.5402930464063372,0.25531914830207825,0.14893617021276595
RotatE,FB15k237,without,40,/sports/pro_athlete/teams./sports/sports_team_roster/team,M-N,tail,16,16,7,0.23214285714285715,0.8571428656578064,0.5714285714285714
RotatE,FB15k237,without,41,/music/artist/track_contributions./music/track_contribution/role,M-N,tail,152,152,106,0.6137218134743827,0.2358490526676178,0.1509433962264151
RotatE,FB15k237,without,42,/music/instrument/instrumentalists,M-N,tail,153,153,29,0.12418301084211894,0.6206896305084229,0.3103448275862069
RotatE,FB15k237,without,43,/people/person/gender,M-1,tail,436,436,435,0.9967234475272042,0.002298850566148758,0.0022988505747126436
RotatE,FB15k237,without,44,/business/job_title/people_with_this_title./business/employment_tenure/company,M-N,tail,85,85,30,0.21008403599262238,0.5666666626930237,0.26666666666666666
RotatE,FB15k237,without,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,M-N,tail,32,32,11,0.16964285714285715,0.9090909361839294,0.36363636363636365
RotatE,FB15k237,without,46,/business/business_operation/industry,M-1,tail,41,41,36,0.8397212624549866,0.0833333358168602,0.05555555555555555
RotatE,FB15k237,without,47,/award/award_category/winners./award/award_honor/award_winner,M-N,tail,217,217,82,0.27452270899500164,0.5,0.25609756097560976
RotatE,FB15k237,without,48,/people/person/nationality,M-1,tail,494,494,480,0.9502602900777545,0.05000000074505806,0.022916666666666665
RotatE,FB15k237,without,49,/sports/sports_team/roster./baseball/baseball_roster_position/position,M-N,tail,3,3,3,1.0,0.0,0.0
RotatE,FB15k237,without,50,/people/cause_of_death/people,1-N,tail,94,94,4,0.013677811117044516,1.0,0.75
RotatE,FB15k237,without,51,/tv/tv_program/languages,M-1,tail,24,24,24,1.0,0.0,0.0
RotatE,FB15k237,without,52,/music/genre/parent_genre,M-N,tail,97,97,76,0.7054491724286761,0.22368420660495758,0.10526315789473684
RotatE,FB15k237,without,53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,1-1,tail,0,0,0,,,
RotatE,FB15k237,without,54,/location/country/capital,1-1,tail,11,11,5,0.3376623477254595,0.4000000059604645,0.4
RotatE,FB15k237,without,55,/film/special_film_performance_type/film_performance_type./film/performance/film,1-N,tail,11,11,3,0.2207792273589543,0.3333333432674408,0.3333333333333333
RotatE,FB15k237,without,56,/location/hud_county_place/place,1-1,tail,48,48,44,0.8869047590664455,0.04545454680919647,0.045454545454545456
RotatE,FB15k237,without,57,/music/performance_role/guest_performances./music/recording_contribution/performance_role,M-N,tail,2,2,2,0.14285714285714285,1.0,1.0
RotatE,FB15k237,without,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,M-N,tail,55,55,42,0.6701298696654183,0.2380952388048172,0.16666666666666666
RotatE,FB15k237,without,59,/film/film_subject/films,1-N,tail,77,77,12,0.10018552839756012,0.5833333134651184,0.3333333333333333
RotatE,FB15k237,without,60,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,M-1,tail,60,60,60,1.0,0.0,0.0
RotatE,FB15k237,without,61,/education/educational_institution/colors,M-N,tail,90,90,84,0.8698412690843854,0.1785714328289032,0.13095238095238096
RotatE,FB15k237,without,62,/base/aareas/schema/administrative_area/administrative_parent,M-1,tail,25,25,21,0.8399999737739563,0.0,0.0
RotatE,FB15k237,without,63,/organization/role/leaders./organization/leadership/organization,1-N,tail,70,70,12,0.07755102217197418,0.75,0.3333333333333333
RotatE,FB15k237,without,64,/government/legislative_session/members./government/government_position_held/legislative_sessions,M-N,tail,13,13,13,1.0,0.0,0.0
RotatE,FB15k237,without,65,/olympics/olympic_games/sports,M-N,tail,13,13,13,1.0,0.0,0.0
RotatE,FB15k237,without,66,/people/person/places_lived./people/place_lived/location,M-N,tail,305,305,143,0.38922716890062603,0.3356643319129944,0.15384615384615385
RotatE,FB15k237,without,67,/award/award_category/disciplines_or_subjects,M-N,tail,15,15,15,0.9428571462631226,0.06666667014360428,0.06666666666666667
RotatE,FB15k237,without,68,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,M-N,tail,86,86,31,0.25913621485233307,0.6129032373428345,0.3225806451612903
RotatE,FB15k237,without,69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,M-N,tail,63,63,59,0.9115646311214992,0.06779661029577255,0.03389830508474576
RotatE,FB15k237,without,70,/language/human_language/countries_spoken_in,M-N,tail,25,25,14,0.4057142862251827,0.5714285969734192,0.2857142857142857
RotatE,FB15k237,without,71,/people/ethnicity/people,1-N,tail,251,251,29,0.0785429733140128,0.5517241358757019,0.27586206896551724
RotatE,FB15k237,without,72,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,M-N,tail,31,31,28,0.8248847808156695,0.1071428582072258,0.07142857142857142
RotatE,FB15k237,without,73,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,M-N,tail,38,38,38,1.0,0.0,0.0
RotatE,FB15k237,without,74,/film/film/other_crew./film/film_crew_gig/crewmember,M-1,tail,26,26,19,0.6538461531911578,0.21052631735801697,0.21052631578947367
RotatE,FB15k237,without,75,/music/performance_role/track_performances./music/track_contribution/role,M-N,tail,53,53,26,0.425876008612769,0.3076923191547394,0.2692307692307692
RotatE,FB15k237,without,76,/music/record_label/artist,M-N,tail,266,266,48,0.1095596147435052,0.7291666865348816,0.3958333333333333
RotatE,FB15k237,without,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,M-N,tail,11,11,2,0.10389610699244908,1.0,1.0
RotatE,FB15k237,without,78,/base/locations/continents/countries_within,1-N,tail,5,5,5,0.7428571539265769,0.6000000238418579,0.6
RotatE,FB15k237,without,79,/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,M-N,tail,42,42,21,0.380952388048172,0.4285714328289032,0.2857142857142857
RotatE,FB15k237,without,80,/sports/sports_team/sport,M-1,tail,53,53,52,0.9811320900917053,0.0,0.0
RotatE,FB15k237,without,81,/education/educational_institution_campus/educational_institution,1-1,tail,13,13,13,1.0,0.0,0.0
RotatE,FB15k237,without,82,/people/person/religion,M-1,tail,127,127,117,0.8863891959190369,0.09401709586381912,0.042735042735042736
RotatE,FB15k237,without,83,/organization/organization/headquarters./location/mailing_address/citytown,M-1,tail,55,55,36,0.5454545361655099,0.3055555522441864,0.19444444444444445
RotatE,FB15k237,without,84,/film/film/produced_by,M-1,tail,60,60,40,0.6142857245036534,0.20000000298023224,0.125
RotatE,FB15k237,without,85,/people/person/spouse_s./people/marriage/type_of_union,M-1,tail,346,346,346,1.0,0.0,0.0
RotatE,FB15k237,without,86,/film/film/production_companies,M-1,tail,84,84,67,0.7687074882643563,0.10447761416435242,0.04477611940298507
RotatE,FB15k237,without,87,/location/country/second_level_divisions,1-N,tail,46,46,8,0.07142857063029494,1.0,0.625
RotatE,FB15k237,without,88,/base/culturalevent/event/entity_involved,M-N,tail,20,20,4,0.1785714328289032,0.5,0.25
RotatE,FB15k237,without,89,/education/educational_degree/people_with_this_degree./education/education/institution,M-N,tail,287,287,104,0.29019412824085783,0.45192307233810425,0.21153846153846154
RotatE,FB15k237,without,90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,M-1,tail,38,38,38,1.0,0.0,0.0
RotatE,FB15k237,without,91,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,M-1,tail,11,11,11,1.0,0.0,0.0
RotatE,FB15k237,without,92,/music/performance_role/regular_performances./music/group_membership/group,M-N,tail,167,167,102,0.5209580915314811,0.29411765933036804,0.17647058823529413
RotatE,FB15k237,without,93,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,M-N,tail,30,30,29,0.933333328792027,0.06896551698446274,0.034482758620689655
RotatE,FB15k237,without,94,/sports/sports_team_location/teams,1-1,tail,53,53,2,0.005390835659844535,1.0,0.5
RotatE,FB15k237,without,95,/sports/sports_team/colors,M-N,tail,77,77,74,0.9239331994737897,0.0810810774564743,0.06756756756756757
RotatE,FB15k237,without,96,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,M-N,tail,43,43,43,1.0,0.0,0.0
RotatE,FB15k237,without,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,M-N,tail,16,16,14,0.8303571428571429,0.1428571492433548,0.14285714285714285
RotatE,FB15k237,without,98,/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,M-N,tail,27,27,27,1.0,0.0,0.0
RotatE,FB15k237,without,99,/user/alexander/philosophy/philosopher/interests,M-N,tail,9,9,9,0.9682539701461792,0.1111111119389534,0.1111111111111111
RotatE,FB15k237,without,100,/people/person/languages,M-1,tail,98,98,98,0.9912536484854562,0.010204081423580647,0.01020408163265306
RotatE,FB15k237,without,101,/education/educational_institution/students_graduates./education/education/major_field_of_study,M-N,tail,321,321,231,0.6341789024216788,0.2857142984867096,0.1341991341991342
RotatE,FB15k237,without,102,/film/director/film,1-N,tail,19,19,6,0.30827066728046965,0.1666666716337204,0.16666666666666666
RotatE,FB15k237,without,103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,M-N,tail,121,121,41,0.2715466299227306,0.3658536672592163,0.24390243902439024
RotatE,FB15k237,without,104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,M-N,tail,8,8,7,0.875,0.0,0.0
RotatE,FB15k237,without,105,/film/film/costume_design_by,M-1,tail,13,13,12,0.9230769276618958,0.0,0.0
RotatE,FB15k237,without,106,/film/film/featured_film_locations,M-1,tail,100,100,56,0.5042857101985386,0.1785714328289032,0.10714285714285714
RotatE,FB15k237,without,107,/tv/tv_program/genre,M-N,tail,94,94,83,0.8161094444138663,0.15662650763988495,0.08433734939759036
RotatE,FB15k237,without,108,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,M-1,tail,3,3,3,1.0,0.0,0.0
RotatE,FB15k237,without,109,/film/film/written_by,M-1,tail,26,26,8,0.24175824650696345,0.5,0.375
RotatE,FB15k237,without,110,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,M-1,tail,22,22,22,1.0,0.0,0.0
RotatE,FB15k237,without,111,/location/hud_county_place/county,M-1,tail,7,7,6,0.5510204264095852,0.6666666865348816,0.3333333333333333
RotatE,FB15k237,without,112,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,M-N,tail,63,63,51,0.7346938933644976,0.1764705926179886,0.13725490196078433
RotatE,FB15k237,without,113,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,M-1,tail,20,20,20,1.0,0.0,0.0
RotatE,FB15k237,without,114,/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,M-N,tail,3,3,3,1.0,0.0,0.0
RotatE,FB15k237,without,115,/film/film/film_format,M-1,tail,39,39,39,1.0,0.0,0.0
RotatE,FB15k237,without,116,/film/film/music,M-1,tail,92,92,60,0.489130437374115,0.4333333373069763,0.2
RotatE,FB15k237,without,117,/sports/sports_team/roster./american_football/football_roster_position/position,M-N,tail,3,3,3,1.0,0.0,0.0
RotatE,FB15k237,without,118,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,M-1,tail,50,50,50,0.980000010558537,0.05999999865889549,0.04
RotatE,FB15k237,without,119,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,M-N,tail,1,1,0,0.0,,
RotatE,FB15k237,without,120,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,M-1,tail,84,84,84,1.0,0.0,0.0
RotatE,FB15k237,without,121,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,M-N,tail,29,29,7,0.14778325387409755,0.8571428656578064,0.5714285714285714
RotatE,FB15k237,without,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,M-N,tail,31,31,9,0.07373271669660296,1.0,0.4444444444444444
RotatE,FB15k237,without,123,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,M-N,tail,1,1,0,0.0,,
RotatE,FB15k237,without,124,/education/educational_institution/school_type,M-1,tail,80,80,79,0.987500011920929,0.0,0.0
RotatE,FB15k237,without,125,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,1-N,tail,17,17,10,0.5882353186607361,0.0,0.0
RotatE,FB15k237,without,126,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,1-N,tail,27,27,5,0.1375661375267165,0.4000000059604645,0.4
RotatE,FB15k237,without,127,/base/biblioness/bibs_location/state,M-1,tail,7,7,7,1.0,0.0,0.0
RotatE,FB15k237,without,128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,M-1,tail,1,1,1,1.0,0.0,0.0
RotatE,FB15k237,without,129,/business/business_operation/revenue./measurement_unit/dated_money_value/currency,M-1,tail,1,1,1,1.0,0.0,0.0
RotatE,FB15k237,without,130,/sports/sports_position/players./sports/sports_team_roster/team,M-N,tail,22,22,9,0.39610389726502554,0.1111111119389534,0.1111111111111111
RotatE,FB15k237,without,131,/military/military_conflict/combatants./military/military_combatant_group/combatants,M-N,tail,34,34,26,0.596638662474496,0.4615384638309479,0.3076923076923077
RotatE,FB15k237,without,132,/sports/sports_league/teams./sports/sports_league_participation/team,1-N,tail,16,16,13,0.6875,0.38461539149284363,0.23076923076923078
RotatE,FB15k237,without,133,/base/biblioness/bibs_location/country,M-1,tail,14,14,14,1.0,0.0,0.0
RotatE,FB15k237,without,134,/music/group_member/membership./music/group_membership/role,M-N,tail,29,29,24,0.7783251234463283,0.1666666716337204,0.16666666666666666
RotatE,FB15k237,without,135,/location/administrative_division/country,M-1,tail,3,3,2,0.6666666865348816,0.0,0.0
RotatE,FB15k237,without,136,/film/film/executive_produced_by,M-1,tail,73,73,53,0.6536203452519008,0.18867924809455872,0.11320754716981132
RotatE,FB15k237,without,137,/food/food/nutrients./food/nutrition_fact/nutrient,M-N,tail,105,105,105,1.0,0.0,0.0
RotatE,FB15k237,without,138,/music/group_member/membership./music/group_membership/group,M-1,tail,22,22,21,0.8701298832893372,0.190476194024086,0.19047619047619047
RotatE,FB15k237,without,139,/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,M-1,tail,3,3,3,1.0,0.0,0.0
RotatE,FB15k237,without,140,/education/field_of_study/students_majoring./education/education/student,1-N,tail,34,34,8,0.10504201799631119,1.0,1.0
RotatE,FB15k237,without,141,/award/award_winning_work/awards_won./award/award_honor/honored_for,M-N,tail,10,10,9,0.8999999761581421,0.0,0.0
RotatE,FB15k237,without,142,/sports/sports_team/roster./basketball/basketball_roster_position/position,M-N,tail,2,2,2,1.0,0.0,0.0
RotatE,FB15k237,without,143,/organization/organization/headquarters./location/mailing_address/state_province_region,M-1,tail,39,39,34,0.8461538553237915,0.11764705926179886,0.058823529411764705
RotatE,FB15k237,without,144,/base/aareas/schema/administrative_area/capital,1-1,tail,0,0,0,,,
RotatE,FB15k237,without,145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,M-N,tail,4,4,3,0.5714285714285714,0.6666666865348816,0.6666666666666666
RotatE,FB15k237,without,146,/education/educational_institution/campuses,1-1,tail,13,13,13,1.0,0.0,0.0
RotatE,FB15k237,without,147,/film/film/distributors./film/film_film_distributor_relationship/region,M-1,tail,10,10,10,1.0,0.0,0.0
RotatE,FB15k237,without,148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,M-N,tail,60,60,60,1.0,0.0,0.0
RotatE,FB15k237,without,149,/medicine/disease/notable_people_with_this_condition,1-N,tail,15,15,3,0.17142857611179352,0.3333333432674408,0.3333333333333333
RotatE,FB15k237,without,150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,M-N,tail,38,38,28,0.6804511206490653,0.1428571492433548,0.14285714285714285
RotatE,FB15k237,without,151,/people/ethnicity/geographic_distribution,M-N,tail,17,17,12,0.680672287940979,0.0833333358168602,0.08333333333333333
RotatE,FB15k237,without,152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,M-N,tail,17,17,15,0.7394958138465881,0.46666666865348816,0.26666666666666666
RotatE,FB15k237,without,153,/film/film/personal_appearances./film/personal_film_appearance/person,1-N,tail,11,11,3,0.27272728085517883,0.0,0.0
RotatE,FB15k237,without,154,/location/location/time_zones,M-1,tail,137,137,133,0.9697601539748055,0.007518797181546688,0.007518796992481203
RotatE,FB15k237,without,155,/film/film/story_by,M-1,tail,31,31,20,0.5253456107207707,0.30000001192092896,0.2
RotatE,FB15k237,without,156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,M-N,tail,21,21,21,1.0,0.0,0.0
RotatE,FB15k237,without,157,/olympics/olympic_games/participating_countries,M-N,tail,23,23,9,0.3664596251079014,0.2222222238779068,0.1111111111111111
RotatE,FB15k237,without,158,/tv/tv_network/programs./tv/tv_network_duration/program,1-N,tail,26,26,8,0.2747252881526947,0.125,0.125
RotatE,FB15k237,without,159,/people/person/employment_history./business/employment_tenure/company,M-1,tail,24,24,16,0.41666666524750845,0.6875,0.3125
RotatE,FB15k237,without,160,/music/artist/origin,M-1,tail,34,34,16,0.4453781545162201,0.1875,0.1875
RotatE,FB15k237,without,161,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,1-N,tail,53,53,5,0.06738544574805669,0.6000000238418579,0.4
RotatE,FB15k237,without,162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,M-1,tail,9,9,7,0.6984127163887024,0.2857142984867096,0.2857142857142857
RotatE,FB15k237,without,163,/time/event/locations,M-N,tail,34,34,19,0.36554622650146484,0.6315789222717285,0.3684210526315789
RotatE,FB15k237,without,164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,1-1,tail,0,0,0,,,
RotatE,FB15k237,without,165,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,1-N,tail,11,11,3,0.14285714711461747,0.6666666865348816,0.6666666666666666
RotatE,FB15k237,without,166,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,M-1,tail,5,5,5,1.0,0.0,0.0
RotatE,FB15k237,without,167,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,M-1,tail,22,22,22,1.0,0.0,0.0
RotatE,FB15k237,without,168,/user/ktrueman/default_domain/international_organization/member_states,1-N,tail,24,24,19,0.5654761961528233,0.5263158082962036,0.3157894736842105
RotatE,FB15k237,without,169,/american_football/football_team/current_roster./sports/sports_team_roster/position,M-N,tail,0,0,0,,,
RotatE,FB15k237,without,170,/soccer/football_player/current_team./sports/sports_team_roster/team,M-N,tail,9,9,1,0.09523809594767434,1.0,1.0
RotatE,FB15k237,without,171,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,M-N,tail,16,16,16,1.0,0.0,0.0
RotatE,FB15k237,without,172,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,M-1,tail,48,48,48,1.0,0.0,0.0
RotatE,FB15k237,without,173,/film/film_set_designer/film_sets_designed,1-N,tail,8,8,1,0.125,0.0,0.0
RotatE,FB15k237,without,174,/user/jg/default_domain/olympic_games/sports,M-N,tail,11,11,11,1.0,0.0,0.0
RotatE,FB15k237,without,175,/people/person/sibling_s./people/sibling_relationship/sibling,1-1,tail,7,7,4,0.3877551129886082,0.5,0.5
RotatE,FB15k237,without,176,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,M-N,tail,41,41,41,1.0,0.0,0.0
RotatE,FB15k237,without,177,/music/artist/contribution./music/recording_contribution/performance_role,M-N,tail,14,14,8,0.5000000042574746,0.25,0.25
RotatE,FB15k237,without,178,/sports/sports_position/players./sports/sports_team_roster/position,M-N,tail,0,0,0,,,
RotatE,FB15k237,without,179,/government/politician/government_positions_held./government/government_position_held/basic_title,M-N,tail,16,16,15,0.8839285714285714,0.06666667014360428,0.06666666666666667
RotatE,FB15k237,without,180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,M-N,tail,0,0,0,,,
RotatE,FB15k237,without,181,/people/profession/specialization_of,M-1,tail,13,13,3,0.23076923191547394,0.0,0.0
RotatE,FB15k237,without,182,/award/award_category/category_of,M-1,tail,20,20,20,0.985714282308306,0.05000000074505806,0.05
RotatE,FB15k237,without,183,/film/film/cinematography,M-1,tail,17,17,16,0.8655462265014648,0.25,0.1875
RotatE,FB15k237,without,184,/film/film/film_production_design_by,M-1,tail,10,10,9,0.8142857125827244,0.2222222238779068,0.2222222222222222
RotatE,FB15k237,without,185,/tv/tv_program/country_of_origin,M-1,tail,32,32,32,1.0,0.0,0.0
RotatE,FB15k237,without,186,/film/film/edited_by,M-1,tail,13,13,11,0.7802197933197021,0.09090909361839294,0.09090909090909091
RotatE,FB15k237,without,187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,M-1,tail,11,11,10,0.8311688303947449,0.10000000149011612,0.1
