threshold,mapping_type,inverse_metric,bucket,n,inverse_metric_mean,test_support_mean,hits_r_mean,hits_r_median,alpha_r_mean,alpha_r_median,delta_r_mean,delta_r_median
5,M-1,directional_inverse_strength,"(0.5,1.0]",6,0.6730715381777133,12.666666666666666,0.5448894571690333,0.48405612153666355,0.2858695685863495,0.30000000447034836,0.1905797101449275,0.2
5,M-1,mutual_inverse_strength,zero,31,0.0,81.19354838709677,0.5925546435441839,0.5470383337565831,0.20665340546158054,0.16363635659217834,0.12053385257526611,0.1111111111111111
5,M-1,mutual_inverse_strength,"(0,0.1]",30,0.02305914877786687,54.266666666666666,0.4614449189532371,0.4715578556060791,0.3751668949921926,0.34057971835136414,0.23561261258936064,0.23214285714285715
5,M-1,mutual_inverse_strength,"(0.1,0.3]",7,0.17193888455614095,29.857142857142858,0.4979397490316507,0.4285714328289032,0.40574161069733755,0.43103447556495667,0.26155526133037377,0.29545454545454547
5,M-1,mutual_inverse_strength,"(0.3,0.5]",3,0.39956835345442815,42.0,0.39797008463314604,0.4732142857142857,0.5566162268320719,0.4579439163208008,0.32226672600504375,0.24299065420560748
5,M-1,mutual_inverse_strength,"(0.5,1.0]",1,0.5102880658436214,7.0,0.4081632707800184,0.4081632707800184,0.6000000238418579,0.6000000238418579,0.4,0.4
5,M-1,inverse_clarity,zero,31,0.0,81.19354838709677,0.5925546435441839,0.5470383337565831,0.20665340546158054,0.16363635659217834,0.12053385257526611,0.1111111111111111
5,M-1,inverse_clarity,"(0,0.1]",34,0.02219769229265886,50.85294117647059,0.474870366646963,0.47808489629200523,0.37153957170598645,0.34057971835136414,0.23368205799657993,0.23214285714285715
5,M-1,inverse_clarity,"(0.1,0.3]",4,0.16957642429123593,33.5,0.34803113979952677,0.37738095649651116,0.5561893656849861,0.5159091055393219,0.3694711897298104,0.3477272727272728
5,M-1,inverse_clarity,"(0.3,0.5]",3,0.4089627395454511,35.666666666666664,0.46442743710109163,0.4732142857142857,0.5026479760805765,0.4579439163208008,0.2809968847352025,0.24299065420560748
5,M-N,directional_inverse_strength,zero,41,0.0,80.7560975609756,0.6921431294639143,0.6587301662990025,0.322298009743596,0.28358209133148193,0.19082377470922993,0.175
5,M-N,directional_inverse_strength,"(0,0.1]",21,0.02203433994532064,280.57142857142856,0.5104784679656126,0.5508100049836295,0.4369936749339104,0.4033898264169693,0.21707578739470784,0.19497849734378953
5,M-N,directional_inverse_strength,"(0.1,0.3]",11,0.1993061171439394,262.72727272727275,0.4131016748679148,0.4267040193080902,0.4733327044682069,0.43005672097206116,0.28032059877636467,0.24324324324324326
5,M-N,directional_inverse_strength,"(0.3,0.5]",13,0.3851914845509403,146.23076923076923,0.5746491662748567,0.45812807764325825,0.3564886966576943,0.44983819127082825,0.17874684409690664,0.2
5,M-N,directional_inverse_strength,"(0.5,1.0]",8,0.7138618791019176,56.5,0.5501402616500853,0.5,0.237233255058527,0.2181818187236786,0.1329547262469098,0.1303030303030303
5,M-N,mutual_inverse_strength,zero,41,0.0,80.7560975609756,0.6921431294639143,0.6587301662990025,0.322298009743596,0.28358209133148193,0.19082377470922993,0.175
5,M-N,mutual_inverse_strength,"(0,0.1]",22,0.0204850230250149,255.0,0.49240024774879604,0.5475800079958779,0.47235115278850903,0.4485146403312683,0.25840463596729096,0.2093387567246559
5,M-N,mutual_inverse_strength,"(0.1,0.3]",11,0.2352978002726755,224.9090909090909,0.4219989929493371,0.45800866399492535,0.41088842004537585,0.3704061210155487,0.2015454521206232,0.19375
5,M-N,mutual_inverse_strength,"(0.3,0.5]",11,0.3828933683363605,234.0909090909091,0.5397968435442292,0.4428571420056479,0.4015134559436278,0.46022728085517883,0.1968414529160232,0.2159090909090909
5,M-N,mutual_inverse_strength,"(0.5,1.0]",9,0.5495217444037898,52.888888888888886,0.6359075392995561,0.5975609762328011,0.17349941862954033,0.19498607516288757,0.10519740256737184,0.09375
5,M-N,inverse_clarity,zero,41,0.0,80.7560975609756,0.6921431294639143,0.6587301662990025,0.322298009743596,0.28358209133148193,0.19082377470922993,0.175
5,M-N,inverse_clarity,"(0,0.1]",28,0.017668131485098403,219.89285714285714,0.4964199929821248,0.5475800079958779,0.43591179064026586,0.4000000059604645,0.23866212908414944,0.2033898305084746
5,M-N,inverse_clarity,"(0.1,0.3]",11,0.23447756009464724,188.72727272727272,0.49869357900960104,0.45812807764325825,0.40974112396890466,0.37837839126586914,0.20369143846311266,0.2
5,M-N,inverse_clarity,"(0.3,0.5]",11,0.4120097573096952,260.6363636363636,0.5227580302721494,0.44818583130836487,0.38199833035469055,0.44983819127082825,0.19344598266390542,0.2159090909090909
