threshold,mapping_type,inverse_metric,bucket,n,inverse_metric_mean,test_support_mean,hits_r_mean,hits_r_median,alpha_r_mean,alpha_r_median,delta_r_mean,delta_r_median
10,1-N,mutual_inverse_strength,"(0.1,0.3]",2,0.1225524453429584,68.5,0.3993925367082869,0.3993925367082869,0.28316400945186615,0.28316400945186615,0.16255442670537013,0.16255442670537013
10,1-N,mutual_inverse_strength,"(0.3,0.5]",1,0.36208991494532194,19.0,0.35714285714285715,0.35714285714285715,0.2666666805744171,0.2666666805744171,0.13333333333333333,0.13333333333333333
10,1-N,inverse_clarity,zero,11,0.0,54.09090909090909,0.5576068530609081,0.5336927175521851,0.16564186797900635,0.1463414579629898,0.10192568703151705,0.07142857142857142
10,1-N,inverse_clarity,"(0,0.1]",11,0.03261657798964967,60.90909090909091,0.4055031238051204,0.33214285543986727,0.33784646608612756,0.30000001192092896,0.2057797749206663,0.15384615384615385
10,M-1,directional_inverse_strength,zero,28,0.0,89.07142857142857,0.6253826631119056,0.5803218398775374,0.14483715946386969,0.1527881994843483,0.09569445378833295,0.08430232558139535
10,M-1,directional_inverse_strength,"(0,0.1]",18,0.017742739551114366,73.33333333333333,0.5159559276487147,0.5426402688026428,0.2671106739176644,0.20000000298023224,0.14778894685907362,0.10392156862745099
10,M-1,directional_inverse_strength,"(0.1,0.3]",4,0.20287019528467792,35.25,0.4484500523124422,0.44572627757276806,0.3137419894337654,0.2868589758872986,0.234375,0.21875
10,M-1,directional_inverse_strength,"(0.3,0.5]",10,0.3978719176914935,40.9,0.44757858834096365,0.49267400375434334,0.32547205686569214,0.2841614931821823,0.20177628963781782,0.17028985507246375
10,M-1,directional_inverse_strength,"(0.5,1.0]",3,0.649210591718024,18.333333333333332,0.6190731184823173,0.5306122388158526,0.10049019753932953,0.125,0.08088235294117647,0.11764705882352941
10,M-1,mutual_inverse_strength,zero,28,0.0,89.07142857142857,0.6253826631119056,0.5803218398775374,0.14483715946386969,0.1527881994843483,0.09569445378833295,0.08430232558139535
10,M-1,mutual_inverse_strength,"(0,0.1]",27,0.020946481693022156,59.48148148148148,0.49890495880097946,0.5210084106240954,0.27524879188449297,0.23076923191547394,0.16749131494050515,0.16666666666666666
10,M-1,mutual_inverse_strength,"(0.1,0.3]",5,0.15499306317526687,38.6,0.5417997700827463,0.5073260239192418,0.23340144157409667,0.28260868787765503,0.1476689913188769,0.15873015873015872
10,M-1,mutual_inverse_strength,"(0.3,0.5]",3,0.39956835345442815,42.0,0.4115264692476817,0.48660714285714285,0.34014222025871277,0.22857142984867096,0.19916684622566974,0.11764705882352941
10,M-1,inverse_clarity,zero,28,0.0,89.07142857142857,0.6253826631119056,0.5803218398775374,0.14483715946386969,0.1527881994843483,0.09569445378833295,0.08430232558139535
10,M-1,inverse_clarity,"(0,0.1]",30,0.01853560248966218,56.666666666666664,0.5076019697600888,0.5233177308525359,0.2676800534129143,0.22252747416496277,0.16426557525932012,0.15476190476190477
10,M-1,inverse_clarity,"(0.1,0.3]",3,0.16866344157812319,41.666666666666664,0.3830586153836477,0.4440476213182722,0.39456920822461444,0.2857142984867096,0.23908619560793473,0.17391304347826086
10,M-1,inverse_clarity,"(0.3,0.5]",2,0.3975300073807466,50.0,0.518388603414808,0.518388603414808,0.20252101123332977,0.20252101123332977,0.10644257703081232,0.10644257703081232
10,M-N,directional_inverse_strength,zero,39,0.0,84.43589743589743,0.7337127652142073,0.7310924274580819,0.1935624366458983,0.16049382090568542,0.10872843018565316,0.09876543209876543
10,M-N,directional_inverse_strength,"(0,0.1]",20,0.022697460451358606,294.2,0.5199369204895836,0.5605960658618383,0.3440373044461012,0.26500000059604645,0.19789067662257107,0.12535574697377908
10,M-N,directional_inverse_strength,"(0.1,0.3]",11,0.1993061171439394,262.72727272727275,0.4396788140202498,0.43697479367256165,0.401150719685988,0.3181818127632141,0.2183567451243338,0.18181818181818182
10,M-N,directional_inverse_strength,"(0.3,0.5]",13,0.3851914845509403,146.23076923076923,0.60421051297869,0.4884792608874185,0.24501291261269495,0.2469879537820816,0.139701317681165,0.11801242236024845
10,M-N,directional_inverse_strength,"(0.5,1.0]",7,0.7176044272600842,63.42857142857143,0.5105638777723117,0.5,0.1595748301063265,0.1964285671710968,0.0918080932651277,0.08928571428571429
10,M-N,mutual_inverse_strength,zero,39,0.0,84.43589743589743,0.7337127652142073,0.7310924274580819,0.1935624366458983,0.16049382090568542,0.10872843018565316,0.09876543209876543
10,M-N,mutual_inverse_strength,"(0,0.1]",21,0.021450587937311912,266.76190476190476,0.5044506422313703,0.5563909666878837,0.37038995786791756,0.2800000011920929,0.19412112170907553,0.12790697674418605
10,M-N,mutual_inverse_strength,"(0.1,0.3]",11,0.2352978002726755,224.9090909090909,0.4450131063530971,0.4827586156981332,0.34507708657871594,0.2866241931915283,0.228770644695721,0.14012738853503184
10,M-N,mutual_inverse_strength,"(0.3,0.5]",11,0.3828933683363605,234.0909090909091,0.5761512459872605,0.48179140261241366,0.27732268653132697,0.26708075404167175,0.14532149657263532,0.13793103448275862
10,M-N,mutual_inverse_strength,"(0.5,1.0]",8,0.5555325366169429,58.5,0.6047022268176079,0.5574912897178105,0.12137613259255886,0.07968835532665253,0.07836930021095337,0.048614907964279204
10,M-N,inverse_clarity,zero,39,0.0,84.43589743589743,0.7337127652142073,0.7310924274580819,0.1935624366458983,0.16049382090568542,0.10872843018565316,0.09876543209876543
10,M-N,inverse_clarity,"(0,0.1]",26,0.017164868009225624,236.19230769230768,0.496406265258134,0.5492038897105627,0.3690315642609046,0.2833120971918106,0.21159049352524723,0.12766539972943375
10,M-N,inverse_clarity,"(0.1,0.3]",11,0.23447756009464724,188.72727272727272,0.5279688468420661,0.4884792608874185,0.2838302512060512,0.28125,0.15773296877388826,0.18181818181818182
10,M-N,inverse_clarity,"(0.3,0.5]",11,0.4120097573096952,260.6363636363636,0.5408789968335784,0.48179140261241366,0.2616947496479208,0.24871531128883362,0.14382691121463032,0.11801242236024845
10,M-N,inverse_clarity,"(0.5,1.0]",3,0.5918865929658516,11.666666666666666,0.6666666666666666,0.5,0.0,0.0,0.0,0.0
