relation_id,relation_name,side,mapping_type,train_frequency,log_train_frequency,test_support,side_support,eligible_support,hits_r,alpha_r,delta_r
27,/award/award_ceremony/awards_presented./award/award_honor/award_winner,tail,M-N,2727,7.911324018963352,317,317,124,0.2739972940513066,0.5564516186714172,0.28225806451612906
28,/film/film/country,tail,M-1,2407,7.786551806428712,131,131,122,0.91930205481393,0.032786883413791656,0.02459016393442623
29,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,tail,M-N,2130,7.664346632098617,258,258,194,0.5603543860571725,0.530927836894989,0.25773195876288657
30,/award/award_winning_work/awards_won./award/award_honor/award,tail,M-N,3310,8.105005537547246,118,118,80,0.5338983110019139,0.36250001192092896,0.2
31,/film/film/genre,tail,M-N,7268,8.891374009484636,722,722,649,0.8110407590866089,0.2172573208808899,0.10939907550077041
32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,tail,M-N,2337,7.757051142032013,160,160,33,0.10446428614003318,0.7575757503509521,0.36363636363636365
33,/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,tail,M-1,373,5.924255797414532,46,46,46,1.0,0.0,0.0
34,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,tail,M-1,1210,7.099201743553092,151,151,151,1.0,0.0,0.0
35,/government/legislative_session/members./government/government_position_held/district_represented,tail,M-N,1070,6.976348070447749,117,117,117,0.9719169735908508,0.07692307978868484,0.05128205128205128
36,/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,tail,M-N,622,6.434546518787453,1,1,1,1.0,0.0,0.0
37,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,tail,M-N,760,6.634633357861686,91,91,54,0.3029827411685671,0.8333333134651184,0.4074074074074074
38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,tail,M-N,6277,8.744806737401898,132,132,69,0.39718614731516155,0.43478259444236755,0.21739130434782608
39,/people/deceased_person/place_of_death,tail,M-1,695,6.54534966033442,78,78,50,0.5567765576498849,0.2800000011920929,0.12
40,/sports/pro_athlete/teams./sports/sports_team_roster/team,tail,M-N,676,6.517671272912275,16,16,8,0.26785714285714285,0.875,0.875
41,/music/artist/track_contributions./music/track_contribution/role,tail,M-N,1772,7.480428306074208,152,152,114,0.5930451154708862,0.45614033937454224,0.23684210526315788
42,/music/instrument/instrumentalists,tail,M-N,1938,7.569927655242652,153,153,29,0.10364145785570145,0.8275862336158752,0.4482758620689655
43,/people/person/gender,tail,M-1,3717,8.220941168281389,436,436,436,1.0,0.0,0.0
44,/business/job_title/people_with_this_title./business/employment_tenure/company,tail,M-N,734,6.5998704992128365,85,85,33,0.1882352977991104,0.7272727489471436,0.3939393939393939
45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,tail,M-N,1511,7.321188556739479,32,32,7,0.10267857142857142,0.7142857313156128,0.5714285714285714
46,/business/business_operation/industry,tail,M-1,330,5.802118375377063,41,41,36,0.8397212539400373,0.1111111119389534,0.1111111111111111
47,/award/award_category/winners./award/award_honor/award_winner,tail,M-N,5673,8.643649615368796,217,217,82,0.2330480558531625,0.6585366129875183,0.32926829268292684
48,/people/person/nationality,tail,M-1,4197,8.342363500380579,494,494,477,0.9470792583056858,0.041928719729185104,0.023060796645702306
49,/sports/sports_team/roster./baseball/baseball_roster_position/position,tail,M-N,183,5.214935757608986,3,3,3,1.0,0.0,0.0
50,/people/cause_of_death/people,tail,1-N,737,6.6039438246004725,94,94,7,0.015197568173919405,1.0,0.7142857142857143
51,/tv/tv_program/languages,tail,M-1,254,5.541263545158426,24,24,24,1.0,0.0,0.0
52,/music/genre/parent_genre,tail,M-N,678,6.520621127558696,97,97,79,0.6995581558772496,0.3417721390724182,0.1518987341772152
53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,tail,1-1,153,5.0369526024136295,0,0,0,,,
54,/location/country/capital,tail,1-1,142,4.962844630259907,11,11,5,0.35064936109951567,0.6000000238418579,0.6
55,/film/special_film_performance_type/film_performance_type./film/performance/film,tail,1-N,93,4.543294782270004,11,11,3,0.2597402674811227,0.3333333432674408,0.3333333333333333
56,/location/hud_county_place/place,tail,1-1,459,6.131226489483141,48,48,48,1.0,0.0,0.0
57,/music/performance_role/guest_performances./music/recording_contribution/performance_role,tail,M-N,497,6.210600077024653,2,2,2,0.6428571428571429,0.5,0.5
58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,tail,M-N,2051,7.62657020629066,55,55,47,0.7064935054097857,0.3404255211353302,0.23404255319148937
59,/film/film_subject/films,tail,1-N,603,6.403574197934815,77,77,15,0.07421150218163218,0.8666666746139526,0.4
60,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,tail,M-1,475,6.16541785423142,60,60,60,1.0,0.0,0.0
61,/education/educational_institution/colors,tail,M-N,856,6.75343791859778,90,90,85,0.834920619215284,0.2823529541492462,0.17647058823529413
62,/base/aareas/schema/administrative_area/administrative_parent,tail,M-1,579,6.363028103540465,25,25,24,0.8914285727909633,0.0833333358168602,0.08333333333333333
63,/organization/role/leaders./organization/leadership/organization,tail,1-N,756,6.6293632534374485,70,70,12,0.0510204088475023,1.0,0.5
64,/government/legislative_session/members./government/government_position_held/legislative_sessions,tail,M-N,814,6.703188113240863,13,13,13,1.0,0.0,0.0
65,/olympics/olympic_games/sports,tail,M-N,664,6.499787040655854,13,13,13,1.0,0.0,0.0
66,/people/person/places_lived./people/place_lived/location,tail,M-N,3738,8.226573474977114,305,305,154,0.3653395729405539,0.5,0.2532467532467532
67,/award/award_category/disciplines_or_subjects,tail,M-N,204,5.3230099791384085,15,15,14,0.8857142925262451,0.0714285746216774,0.07142857142857142
68,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,tail,M-N,688,6.535241271013659,86,86,42,0.21760797713484084,0.8809523582458496,0.40476190476190477
69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,tail,M-N,1153,7.050989447068045,63,63,61,0.9229024989264352,0.16393442451953888,0.08196721311475409
70,/language/human_language/countries_spoken_in,tail,M-N,335,5.817111159963204,25,25,14,0.3142857125827244,0.7142857313156128,0.35714285714285715
71,/people/ethnicity/people,tail,1-N,2063,7.6324011266014535,251,251,36,0.058622653995241435,0.8888888955116272,0.4444444444444444
72,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,tail,M-N,760,6.634633357861686,31,31,27,0.7788018328802926,0.18518517911434174,0.1111111111111111
73,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,tail,M-N,256,5.54907608489522,38,38,38,1.0,0.0,0.0
74,/film/film/other_crew./film/film_crew_gig/crewmember,tail,M-1,384,5.953243334287785,26,26,23,0.6263736230986459,0.6521739363670349,0.34782608695652173
75,/music/performance_role/track_performances./music/track_contribution/role,tail,M-N,3795,8.241703159729818,53,53,25,0.35579514503479004,0.5600000023841858,0.28
76,/music/record_label/artist,tail,M-N,2226,7.708410667257367,266,266,57,0.09237379154988698,0.8947368264198303,0.42105263157894735
77,/base/popstra/celebrity/dated./base/popstra/dated/participant,tail,M-N,1404,7.247792581767846,11,11,0,0.0,,
78,/base/locations/continents/countries_within,tail,1-N,125,4.836281906951478,5,5,4,0.42857143708637785,0.75,0.5
79,/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,tail,M-N,269,5.598421958998375,42,42,21,0.2993197377238955,0.8571428656578064,0.5238095238095238
80,/sports/sports_team/sport,tail,M-1,423,6.049733455231958,53,53,53,0.9919137528964451,0.01886792480945587,0.018867924528301886
81,/education/educational_institution_campus/educational_institution,tail,1-1,526,6.267200548541362,13,13,13,1.0,0.0,0.0
82,/people/person/religion,tail,M-1,1085,6.990256500493881,127,127,119,0.8818897604942322,0.15126051008701324,0.07563025210084033
83,/organization/organization/headquarters./location/mailing_address/citytown,tail,M-1,852,6.748759547491679,55,55,44,0.5194805179323468,0.5909090638160706,0.2727272727272727
84,/film/film/produced_by,tail,M-1,1285,7.1592919047975645,60,60,38,0.5023809501102993,0.3947368562221527,0.2631578947368421
85,/people/person/spouse_s./people/marriage/type_of_union,tail,M-1,2909,7.975908360165538,346,346,346,1.0,0.0,0.0
86,/film/film/production_companies,tail,M-1,1568,7.358193752733032,84,84,72,0.7414965970175607,0.3611111044883728,0.18055555555555555
87,/location/country/second_level_divisions,tail,1-N,463,6.139884552226255,46,46,7,0.055900621094873974,0.8571428656578064,0.5714285714285714
88,/base/culturalevent/event/entity_involved,tail,M-N,276,5.6240175061873385,20,20,5,0.1785714328289032,0.800000011920929,0.4
89,/education/educational_degree/people_with_this_degree./education/education/institution,tail,M-N,2257,7.722234744709607,287,287,129,0.23096067351954325,0.8217054009437561,0.37209302325581395
90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,tail,M-1,285,5.655991810819852,38,38,38,1.0,0.0,0.0
91,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,tail,M-1,121,4.804021044733257,11,11,11,1.0,0.0,0.0
92,/music/performance_role/regular_performances./music/group_membership/group,tail,M-N,1327,7.191429330036379,167,167,115,0.5175363506589618,0.47826087474823,0.25217391304347825
93,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,tail,M-N,215,5.375278407684165,30,30,29,0.8714285663196019,0.13793103396892548,0.10344827586206896
94,/sports/sports_team_location/teams,tail,1-1,331,5.805134968916488,53,53,5,0.026954178299222673,1.0,0.6
95,/sports/sports_team/colors,tail,M-N,689,6.536691597591305,77,77,76,0.9332096236092704,0.1184210553765297,0.07894736842105263
96,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,tail,M-N,437,6.082218910376446,43,43,43,1.0,0.0,0.0
97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,tail,M-N,717,6.576469569048224,16,16,15,0.8839285714285714,0.06666667014360428,0.06666666666666667
98,/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,tail,M-N,233,5.455321115357702,27,27,27,1.0,0.0,0.0
99,/user/alexander/philosophy/philosopher/interests,tail,M-N,100,4.61512051684126,9,9,9,1.0,0.0,0.0
100,/people/person/languages,tail,M-1,783,6.664409020350408,98,98,97,0.9854227474757603,0.010309278033673763,0.010309278350515464
101,/education/educational_institution/students_graduates./education/education/major_field_of_study,tail,M-N,2622,7.872073979866873,321,321,243,0.5772140622138977,0.5349794030189514,0.2716049382716049
102,/film/director/film,tail,1-N,859,6.756932389247553,19,19,8,0.2706766937460218,0.5,0.375
103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,tail,M-N,909,6.813444599510896,121,121,49,0.2821723754916872,0.5306122303009033,0.22448979591836735
104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,tail,M-N,381,5.945420608606575,8,8,7,0.8392857142857143,0.1428571492433548,0.14285714285714285
105,/film/film/costume_design_by,tail,M-1,192,5.262690188904886,13,13,12,0.8681318759918213,0.0833333358168602,0.08333333333333333
106,/film/film/featured_film_locations,tail,M-1,977,6.885509670034818,100,100,61,0.4828571379184723,0.32786884903907776,0.19672131147540983
107,/tv/tv_program/genre,tail,M-N,1006,6.914730892718563,94,94,88,0.8085106611251831,0.28409090638160706,0.14772727272727273
108,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,tail,M-1,456,6.124683390894205,3,3,3,1.0,0.0,0.0
109,/film/film/written_by,tail,M-1,787,6.669498089857879,26,26,15,0.32967033982276917,0.7333333492279053,0.4666666666666667
110,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,tail,M-1,225,5.420534999272286,22,22,22,1.0,0.0,0.0
111,/location/hud_county_place/county,tail,M-1,305,5.723585101952381,7,7,6,0.44897960339273724,0.6666666865348816,0.3333333333333333
112,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,tail,M-N,494,6.20455776256869,63,63,54,0.682539701461792,0.46296295523643494,0.2777777777777778
113,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,tail,M-1,142,4.962844630259907,20,20,20,1.0,0.0,0.0
114,/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,tail,M-N,100,4.61512051684126,3,3,3,1.0,0.0,0.0
115,/film/film/film_format,tail,M-1,345,5.846438775057724,39,39,39,1.0,0.0,0.0
116,/film/film/music,tail,M-1,1039,6.946975992135418,92,92,62,0.44409937943731037,0.6290322542190552,0.3709677419354839
117,/sports/sports_team/roster./american_football/football_roster_position/position,tail,M-N,607,6.410174881966167,3,3,3,1.0,0.0,0.0
118,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,tail,M-1,411,6.021023349349527,50,50,50,1.0,0.0,0.0
119,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,tail,M-N,250,5.5254529391317835,1,1,0,0.0,,
120,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,tail,M-1,788,6.670766320845874,84,84,84,1.0,0.0,0.0
121,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,tail,M-N,246,5.5093883366279774,29,29,10,0.15763546845742635,0.8999999761581421,0.6
122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,tail,M-N,349,5.857933154483459,31,31,7,0.055299537522452216,1.0,0.5714285714285714
123,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,tail,M-N,449,6.1092475827643655,1,1,0,0.0,,
124,/education/educational_institution/school_type,tail,M-1,728,6.591673732008658,80,80,79,0.9803571615900312,0.037974681705236435,0.02531645569620253
125,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,tail,1-N,128,4.859812404361672,17,17,10,0.5630252318722861,0.20000000298023224,0.1
126,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,tail,1-N,154,5.043425116919247,27,27,7,0.15873015884842193,0.7142857313156128,0.42857142857142855
127,/base/biblioness/bibs_location/state,tail,M-1,300,5.707110264748875,7,7,7,0.9591836759022304,0.2857142984867096,0.2857142857142857
128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,tail,M-1,360,5.8888779583328805,1,1,1,1.0,0.0,0.0
129,/business/business_operation/revenue./measurement_unit/dated_money_value/currency,tail,M-1,215,5.375278407684165,1,1,1,1.0,0.0,0.0
130,/sports/sports_position/players./sports/sports_team_roster/team,tail,M-N,3500,8.160803920954665,22,22,10,0.38311688389096943,0.4000000059604645,0.3
131,/military/military_conflict/combatants./military/military_combatant_group/combatants,tail,M-N,424,6.052089168924417,34,34,25,0.4705882413046701,0.7599999904632568,0.32
132,/sports/sports_league/teams./sports/sports_league_participation/team,tail,1-N,161,5.087596335232384,16,16,10,0.4375,0.6000000238418579,0.4
133,/base/biblioness/bibs_location/country,tail,M-1,610,6.415096959171596,14,14,14,0.9693877526691982,0.1428571492433548,0.14285714285714285
134,/music/group_member/membership./music/group_membership/role,tail,M-N,750,6.621405651764134,29,29,25,0.7339901328086853,0.36000001430511475,0.16
135,/location/administrative_division/country,tail,M-1,386,5.958424693029782,3,3,3,1.0,0.0,0.0
136,/film/film/executive_produced_by,tail,M-1,662,6.4967749901858625,73,73,52,0.5870841656412397,0.32692307233810425,0.21153846153846154
137,/food/food/nutrients./food/nutrition_fact/nutrient,tail,M-N,966,6.874198495453294,105,105,105,0.9918367351804461,0.02857142873108387,0.02857142857142857
138,/music/group_member/membership./music/group_membership/group,tail,M-1,218,5.389071729816501,22,22,22,0.8571428656578064,0.27272728085517883,0.22727272727272727
139,/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,tail,M-1,190,5.25227342804663,3,3,3,1.0,0.0,0.0
140,/education/field_of_study/students_majoring./education/education/student,tail,1-N,259,5.560681631015528,34,34,6,0.06302521138318948,1.0,0.8333333333333334
141,/award/award_winning_work/awards_won./award/award_honor/honored_for,tail,M-N,475,6.16541785423142,10,10,9,0.8999999761581421,0.0,0.0
142,/sports/sports_team/roster./basketball/basketball_roster_position/position,tail,M-N,178,5.187385805840755,2,2,2,1.0,0.0,0.0
143,/organization/organization/headquarters./location/mailing_address/state_province_region,tail,M-1,721,6.582025138892826,39,39,37,0.761904776096344,0.37837839126586914,0.2972972972972973
144,/base/aareas/schema/administrative_area/capital,tail,1-1,137,4.927253685157205,0,0,0,,,
145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,tail,M-N,416,6.0330862217988015,4,4,4,0.35714285714285715,1.0,0.75
146,/education/educational_institution/campuses,tail,1-1,533,6.280395838960195,13,13,13,1.0,0.0,0.0
147,/film/film/distributors./film/film_film_distributor_relationship/region,tail,M-1,157,5.062595033026967,10,10,10,1.0,0.0,0.0
148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,tail,M-N,535,6.284134161070802,60,60,60,1.0,0.0,0.0
149,/medicine/disease/notable_people_with_this_condition,tail,1-N,121,4.804021044733257,15,15,2,0.06666667014360428,1.0,1.0
150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,tail,M-N,345,5.846438775057724,38,38,29,0.6578947220529828,0.3103448152542114,0.13793103448275862
151,/people/ethnicity/geographic_distribution,tail,M-N,122,4.812184355372417,17,17,12,0.5126050582953862,0.6666666865348816,0.5
152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,tail,M-N,747,6.617402977974478,17,17,15,0.7983193397521973,0.3333333432674408,0.2
153,/film/film/personal_appearances./film/personal_film_appearance/person,tail,1-N,217,5.384495062789089,11,11,3,0.27272728085517883,0.0,0.0
154,/location/location/time_zones,tail,M-1,1151,7.049254841255837,137,137,137,0.9947862454823085,0.014598540030419827,0.014598540145985401
155,/film/film/story_by,tail,M-1,394,5.978885764901122,31,31,19,0.49769584621701923,0.3684210479259491,0.2631578947368421
156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,tail,M-N,192,5.262690188904886,21,21,21,1.0,0.0,0.0
157,/olympics/olympic_games/participating_countries,tail,M-N,490,6.19644412779452,23,23,11,0.26708073914051056,0.9090909361839294,0.6363636363636364
158,/tv/tv_network/programs./tv/tv_network_duration/program,tail,1-N,305,5.723585101952381,26,26,10,0.18131868434803827,0.8999999761581421,0.6
159,/people/person/employment_history./business/employment_tenure/company,tail,M-1,316,5.75890177387728,24,24,15,0.39285714285714285,0.6666666865348816,0.3333333333333333
160,/music/artist/origin,tail,M-1,552,6.315358001522335,34,34,17,0.4075630307197571,0.4117647111415863,0.29411764705882354
161,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,tail,1-N,417,6.035481432524756,53,53,5,0.04851752093860081,0.6000000238418579,0.4
162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,tail,M-1,271,5.605802066295998,9,9,6,0.5873016119003296,0.3333333432674408,0.3333333333333333
163,/time/event/locations,tail,M-N,363,5.8971538676367405,34,34,17,0.2815126138074057,0.8235294222831726,0.35294117647058826
164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,tail,1-1,236,5.4680601411351315,0,0,0,,,
165,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,tail,1-N,107,4.68213122712422,11,11,4,0.14285714711461747,1.0,0.75
166,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,tail,M-1,476,6.1675164908883415,5,5,5,1.0,0.0,0.0
167,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,tail,M-1,125,4.836281906951478,22,22,22,1.0,0.0,0.0
168,/user/ktrueman/default_domain/international_organization/member_states,tail,1-N,179,5.19295685089021,24,24,20,0.4880952366760799,0.75,0.35
169,/american_football/football_team/current_roster./sports/sports_team_roster/position,tail,M-N,573,6.352629396319567,0,0,0,,,
170,/soccer/football_player/current_team./sports/sports_team_roster/team,tail,M-N,536,6.285998094508865,9,9,2,0.03174603198255811,1.0,1.0
171,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,tail,M-N,101,4.624972813284271,16,16,16,1.0,0.0,0.0
172,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,tail,M-1,335,5.817111159963204,48,48,48,1.0,0.0,0.0
173,/film/film_set_designer/film_sets_designed,tail,1-N,113,4.736198448394496,8,8,3,0.10714285714285714,1.0,1.0
174,/user/jg/default_domain/olympic_games/sports,tail,M-N,581,6.366470447731438,11,11,11,1.0,0.0,0.0
175,/people/person/sibling_s./people/sibling_relationship/sibling,tail,1-1,131,4.882801922586371,7,7,3,0.20408163964748383,0.6666666865348816,0.6666666666666666
176,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,tail,M-N,352,5.8664680569332965,41,41,41,0.9825784053121295,0.0731707289814949,0.04878048780487805
177,/music/artist/contribution./music/recording_contribution/performance_role,tail,M-N,218,5.389071729816501,14,14,10,0.5714285799435207,0.30000001192092896,0.2
178,/sports/sports_position/players./sports/sports_team_roster/position,tail,M-N,125,4.836281906951478,0,0,0,,,
179,/government/politician/government_positions_held./government/government_position_held/basic_title,tail,M-N,114,4.74493212836325,16,16,15,0.8839285714285714,0.06666667014360428,0.06666666666666667
180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,tail,M-N,102,4.634728988229636,0,0,0,,,
181,/people/profession/specialization_of,tail,M-1,102,4.634728988229636,13,13,6,0.38461539149284363,0.5,0.3333333333333333
182,/award/award_category/category_of,tail,M-1,148,5.003946305945459,20,20,20,1.0,0.0,0.0
183,/film/film/cinematography,tail,M-1,336,5.820082930352362,17,17,17,0.7899159789085388,0.4117647111415863,0.29411764705882354
184,/film/film/film_production_design_by,tail,M-1,158,5.0689042022202315,10,10,9,0.7428571496691022,0.4444444477558136,0.2222222222222222
185,/tv/tv_program/country_of_origin,tail,M-1,268,5.594711379601839,32,32,32,1.0,0.0,0.0
186,/film/film/edited_by,tail,M-1,179,5.19295685089021,13,13,12,0.791208803653717,0.1666666716337204,0.16666666666666666
187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,tail,M-1,103,4.6443908991413725,11,11,9,0.8181818127632141,0.0,0.0
188,/education/field_of_study/students_majoring./education/education/major_field_of_study,tail,M-N,343,5.840641657373398,11,11,10,0.6233766334397453,0.699999988079071,0.4
189,/education/educational_degree/people_with_this_degree./education/education/student,tail,1-N,260,5.564520407322694,27,27,5,0.08465608528682164,1.0,0.4
190,/location/us_county/county_seat,tail,1-1,181,5.204006687076795,2,2,2,1.0,0.0,0.0
191,/film/film/film_festivals,tail,M-1,264,5.579729825986222,18,18,16,0.8809523837906974,0.0625,0.0625
192,/people/person/spouse_s./people/marriage/spouse,tail,1-1,427,6.059123195581797,4,4,0,0.0,,
193,/film/film/runtime./film/film_cut/film_release_region,tail,M-1,187,5.236441962829949,9,9,8,0.761904776096344,0.375,0.375
194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,tail,1-1,296,5.6937321388027,0,0,0,,,
195,/base/aareas/schema/administrative_area/administrative_area_type,tail,M-1,156,5.056245805348308,20,20,20,1.0,0.0,0.0
196,/influence/influence_node/peers./influence/peer_relationship/peers,tail,1-1,166,5.117993812416755,2,2,0,0.0,,
197,/government/governmental_body/members./government/government_position_held/legislative_sessions,tail,M-N,101,4.624972813284271,12,12,12,1.0,0.0,0.0
198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,tail,M-N,208,5.342334251964811,21,21,20,0.8571428656578064,0.15000000596046448,0.1
199,/organization/organization/place_founded,tail,M-1,104,4.653960350157523,16,16,9,0.4375,0.5555555820465088,0.3333333333333333
200,/base/eating/practicer_of_diet/diet,tail,M-1,137,4.927253685157205,11,11,11,1.0,0.0,0.0
201,/tv/tv_program/program_creator,tail,1-1,144,4.976733742420574,2,2,0,0.0,,
202,/people/deceased_person/place_of_burial,tail,M-1,142,4.962844630259907,9,9,9,0.9682539701461792,0.1111111119389534,0.1111111111111111
203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,tail,M-1,246,5.5093883366279774,20,20,16,0.6928571377481733,0.25,0.125
204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,tail,M-N,121,4.804021044733257,4,4,4,1.0,0.0,0.0
205,/location/administrative_division/first_level_division_of,tail,M-1,141,4.955827057601261,0,0,0,,,
206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,tail,M-1,160,5.081404364984463,0,0,0,,,
207,/organization/organization/child./organization/organization_relationship/child,tail,1-N,191,5.2574953720277815,20,20,5,0.14285714605024882,0.6000000238418579,0.4
208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,tail,M-1,181,5.204006687076795,0,0,0,,,
209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,tail,M-1,37,3.6375861597263857,3,3,3,1.0,0.0,0.0
210,/time/event/instance_of_recurring_event,tail,M-1,109,4.700480365792417,11,11,11,0.8571428571428571,0.1818181872367859,0.18181818181818182
211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,tail,1-N,90,4.51085950651685,7,7,2,0.1428571492433548,1.0,1.0
212,/film/actor/film./film/performance/special_performance_type,tail,M-1,180,5.198497031265826,16,16,16,1.0,0.0,0.0
213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,tail,M-1,198,5.293304824724492,0,0,0,,,
214,/people/ethnicity/languages_spoken,tail,M-N,192,5.262690188904886,29,29,26,0.6650246211460659,0.5,0.19230769230769232
215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,tail,1-N,121,4.804021044733257,8,8,0,0.0,,
216,/medicine/symptom/symptom_of,tail,M-N,154,5.043425116919247,31,31,24,0.5345622003078461,0.6666666865348816,0.4583333333333333
217,/education/university/fraternities_and_sororities,tail,M-1,131,4.882801922586371,21,21,21,1.0,0.0,0.0
218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,tail,M-N,172,5.153291594497779,13,13,4,0.14285714711461747,0.75,0.75
219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,tail,M-1,220,5.3981627015177525,4,4,4,1.0,0.0,0.0
220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,tail,M-N,146,4.990432586778736,20,20,20,1.0,0.0,0.0
221,/location/country/official_language,tail,M-1,225,5.420534999272286,16,16,16,0.8303571428571429,0.3125,0.125
222,/location/location/partially_contains,tail,M-1,133,4.897839799950911,13,13,11,0.7252747416496277,0.27272728085517883,0.09090909090909091
223,/film/film/film_art_direction_by,tail,M-1,101,4.624972813284271,3,3,3,1.0,0.0,0.0
224,/people/person/spouse_s./people/marriage/location_of_ceremony,tail,M-1,251,5.529429087511423,35,35,16,0.2734693991286414,0.625,0.375
225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,tail,M-1,117,4.770684624465665,0,0,0,,,
226,/organization/organization_founder/organizations_founded,tail,1-1,137,4.927253685157205,9,9,5,0.30158730489867075,0.6000000238418579,0.4
227,/film/film/dubbing_performances./film/dubbing_performance/actor,tail,M-N,114,4.74493212836325,8,8,6,0.39285714285714285,0.6666666865348816,0.5
228,/dataworld/gardening_hint/split_to,tail,1-1,99,4.605170185988092,10,10,7,0.699999988079071,0.0,0.0
229,/medicine/disease/risk_factors,tail,M-N,162,5.093750200806762,13,13,9,0.6703296899795532,0.1111111119389534,0.1111111111111111
230,/film/film/prequel,tail,1-1,180,5.198497031265826,18,18,17,0.8333333219800677,0.3529411852359772,0.35294117647058826
231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,tail,M-N,108,4.6913478822291435,3,3,3,1.0,0.0,0.0
232,/film/actor/dubbing_performances./film/dubbing_performance/language,tail,M-1,112,4.727387818712341,12,12,12,1.0,0.0,0.0
