threshold,bucket,n,symmetry_score_mean,symmetry_score_raw_mean,self_loop_count_mean,test_support_mean,train_support_mean,hits_r_mean,hits_r_median,alpha_r_mean,alpha_r_median,delta_r_mean,delta_r_median
0,zero,207,0.0,0.016142744238904792,7.661835748792271,93.84057971014492,1068.2753623188405,0.5546245656687161,0.5215838508946555,0.32189963286657475,0.313043475151062,0.1881966935796112,0.1791044776119403
0,weak_nonzero,6,0.07532020683296259,0.13441293981981456,6.5,84.16666666666667,1552.3333333333333,0.47246875152701423,0.45451755821704865,0.44359063108762103,0.4503079801797867,0.27356984948452384,0.237012987012987
0,high_symmetry,24,0.8146236831617591,0.8146236831617591,0.0,22.333333333333332,1736.1666666666667,0.5156978557152408,0.5617674993617194,0.31434111949056387,0.251515157520771,0.18213135510036443,0.13118279569892471
5,zero,182,0.0,0.01765598272258638,8.576923076923077,106.5,1180.021978021978,0.5514139044164351,0.5215838508946555,0.33789868666636913,0.3232142776250839,0.1961066774826927,0.18735730593607305
5,weak_nonzero,6,0.07532020683296259,0.13441293981981456,6.5,84.16666666666667,1552.3333333333333,0.47246875152701423,0.45451755821704865,0.44359063108762103,0.4503079801797867,0.27356984948452384,0.237012987012987
5,high_symmetry,13,0.8169293137118335,0.8169293137118335,0.0,40.0,3004.230769230769,0.5488758219794913,0.5975609762328011,0.3774548259874185,0.2892473191022873,0.22200847346715258,0.17419354838709677
10,zero,164,0.0,0.019173002817488405,9.402439024390244,117.34146341463415,1286.4512195121952,0.5605247949837395,0.5248844793864659,0.33071005982119683,0.31441646814346313,0.183825412700015,0.17705223880597015
10,weak_nonzero,6,0.07532020683296259,0.13441293981981456,6.5,84.16666666666667,1552.3333333333333,0.47246875152701423,0.45451755821704865,0.44359063108762103,0.4503079801797867,0.27356984948452384,0.237012987012987
10,high_symmetry,12,0.8163044664448171,0.8163044664448171,0.0,42.75,3243.6666666666665,0.5742073101656777,0.6611181497573853,0.3511628386649219,0.2666666805744171,0.21188803166113612,0.13333333333333333
